Run,Post Number,Degrees,Azimuth (Degrees),Wind-Dir (%),Height (m),Corrected_10-min Concentrations (mg/m3) 50,Corrected_10-min Concentrations (mg/m3) 100,Corrected_10-min Concentrations (mg/m3) 200,Corrected_3-min Concentrations (mg/m3) 50,Corrected_3-min Concentrations (mg/m3) 100,Corrected_3-min Concentrations (mg/m3) 200,Corrected_0.5-min Concentrations (mg/m3) 50,Corrected_0.5-min Concentrations (mg/m3) 100,Corrected_0.5-min Concentrations (mg/m3) 200,10-min Vertical Samples Concentrations (mg/m3) 50,10-min Vertical Samples Concentrations (mg/m3) 100,10-min Vertical Samples Concentrations (mg/m3) 200
3.0,70.0,1.5,126.0,10.0,4.8,243.66,68.727,20.739,342.0,82.935,12.065,220.4,99.75,6.004,86.326,29.573,9.3305
3.0,71.0,1.5,127.5,4.2735,4.8,71.705,26.002,8.2917,332.5,73.815,17.86,109.25,49.59,3.895,86.326,29.573,9.3305
3.0,72.0,1.5,129.0,10.83,4.8,190.65,54.963,18.693,284.05,64.315,17.86,53.58,14.155,2.375,86.326,29.573,9.3305
3.0,73.0,1.5,130.5,4.2735,4.8,71.705,26.002,8.2917,217.55,57.285,15.105,12.35,5.415,1.121,86.326,29.573,9.3305
3.0,74.0,1.5,132.0,9.17,4.8,126.48,41.664,9.579,149.15,50.35,11.305,12.54,0.76,10.898,86.326,29.573,9.3305
3.0,75.0,1.5,133.5,4.2735,4.8,71.705,26.002,8.2917,112.1,38.0,4.845,3.99,60.928,10.898,86.326,29.573,9.3305
3.0,76.0,1.5,135.0,5.42,2.5,102.3,23.622,3.0132,94.05,27.74,2.508,0.684,60.928,10.898,80.9,25.9,-99.0
3.0,77.0,1.5,136.5,4.2735,1.0,71.705,26.002,8.2917,96.9,22.42,1.3015,146.82,60.928,10.898,125.0,29.573,9.3305
3.0,78.0,1.5,138.0,7.5,0.5,80.445,12.369,0.79515,94.05,15.58,0.29165,146.82,60.928,10.898,140.0,25.6,3.65
3.0,79.0,1.5,139.5,4.2735,4.8,71.705,26.002,8.2917,65.55,10.735,0.13585,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,80.0,1.5,141.0,6.25,4.8,36.549,3.5712,0.09486,39.615,2.945,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,81.0,1.5,142.5,4.2735,4.8,71.705,26.002,8.2917,36.765,0.15485,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,82.0,1.5,144.0,4.58,4.8,15.624,0.47337,8.2917,23.085,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,83.0,1.5,145.5,4.2735,4.8,71.705,26.002,8.2917,8.7685,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,84.0,1.5,147.0,2.92,4.8,5.5893,0.16647,8.2917,8.6735,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,85.0,1.5,148.5,4.2735,4.8,71.705,26.002,8.2917,3.895,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,86.0,1.5,150.0,2.08,2.5,2.6691,0.05673,8.2917,1.919,39.774,9.3092,146.82,60.928,10.898,2.71,-99.0,9.3305
3.0,87.0,1.5,151.5,4.2735,1.0,71.705,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,2.41,29.573,9.3305
3.0,88.0,1.5,153.0,1.66,0.5,0.65658,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,2.19,0.115,9.3305
3.0,89.0,1.5,154.5,4.2735,4.8,71.705,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,90.0,1.5,156.0,4.2735,4.8,0.06696,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,91.0,1.5,157.5,4.2735,4.8,71.705,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,92.0,1.5,159.0,0.42,4.8,0.04371,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,93.0,1.5,160.5,4.2735,4.8,71.705,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,94.0,1.5,162.0,4.2735,4.8,0.02883,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
3.0,95.0,1.5,163.5,4.2735,4.8,71.705,26.002,8.2917,105.92,39.774,9.3092,146.82,60.928,10.898,86.326,29.573,9.3305
4.0,27.0,1.5,61.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,28.0,1.5,63.0,4.2735,4.8,70.934,0.15732,8.2025,102.57,0.79764,9.0153,140.64,4.095,10.44,86.326,29.573,9.3305
4.0,29.0,1.5,64.5,4.2735,4.8,70.934,25.722,8.2025,0.7176,1.4168,9.0153,12.376,9.0272,10.44,86.326,29.573,9.3305
4.0,30.0,1.5,66.0,4.2735,4.8,1.0672,0.62928,8.2025,2.852,2.5208,9.0153,46.41,14.651,10.44,86.326,29.573,9.3305
4.0,31.0,1.5,67.5,4.2735,4.8,70.934,25.722,8.2025,13.34,3.956,9.0153,168.35,24.57,10.44,86.326,29.573,9.3305
4.0,32.0,1.5,69.0,0.83,4.8,4.8576,1.9044,0.08832,16.284,6.6516,0.1564,177.45,39.494,10.44,86.326,29.573,9.3305
4.0,33.0,1.5,70.5,4.2735,4.8,70.934,25.722,8.2025,13.432,7.2404,0.17756,126.49,41.496,10.44,86.326,29.573,9.3305
4.0,34.0,1.5,72.0,1.67,4.8,6.4308,2.9348,0.2024,14.444,7.3324,0.4048,101.01,35.308,10.44,86.326,29.573,9.3305
4.0,35.0,1.5,73.5,4.2735,4.8,70.934,25.722,8.2025,30.084,9.844,0.64124,104.65,31.486,10.44,86.326,29.573,9.3305
4.0,36.0,1.5,75.0,3.33,2.5,23.368,7.4428,1.6284,52.44,15.824,1.1316,129.22,37.674,10.44,23.6,6.89,1.83
4.0,37.0,1.5,76.5,4.2735,1.0,70.934,25.722,8.2025,92.92,20.24,2.4564,212.94,58.058,2.2386,24.1,29.573,9.3305
4.0,38.0,1.5,78.0,5.0,0.5,47.012,16.744,4.278,108.56,29.348,6.5596,314.86,91.0,6.3518,28.3,9.1,-99.0
4.0,39.0,1.5,79.5,4.2735,4.8,70.934,25.722,8.2025,142.6,43.884,9.384,387.66,105.56,10.192,86.326,29.573,9.3305
4.0,40.0,1.5,81.0,6.67,4.8,92.0,30.176,6.21,195.96,56.12,13.156,438.62,94.64,5.6238,86.326,29.573,9.3305
4.0,41.0,1.5,82.5,4.2735,4.8,70.934,25.722,8.2025,194.12,68.356,16.008,351.26,104.65,8.8998,86.326,29.573,9.3305
4.0,42.0,1.5,84.0,7.92,4.8,115.92,39.836,11.04,226.32,80.316,24.104,360.36,108.29,9.0636,86.326,29.573,9.3305
4.0,43.0,1.5,85.5,4.2735,4.8,70.934,25.722,8.2025,280.6,88.964,24.656,341.25,110.11,10.738,86.326,29.573,9.3305
4.0,44.0,1.5,87.0,5.42,4.8,149.04,14.812,13.064,289.8,88.32,22.448,345.8,93.73,14.924,86.326,29.573,9.3305
4.0,45.0,1.5,88.5,4.2735,4.8,70.934,25.722,8.2025,297.16,91.08,20.24,291.2,69.16,16.562,86.326,29.573,9.3305
4.0,46.0,1.5,90.0,5.83,2.5,172.04,50.508,11.776,383.64,103.04,18.032,316.68,69.16,16.562,138.0,50.1,10.9
4.0,47.0,1.5,91.5,4.2735,1.0,70.934,25.722,8.2025,392.84,89.516,16.56,325.78,51.688,20.93,216.0,29.573,9.3305
4.0,48.0,1.5,93.0,8.75,0.5,175.72,48.024,10.396,379.96,85.284,16.008,340.34,42.042,30.758,236.0,56.7,12.2
4.0,49.0,1.5,94.5,4.2735,4.8,70.934,25.722,8.2025,365.24,84.364,15.824,427.7,29.666,37.31,86.326,29.573,9.3305
4.0,50.0,1.5,96.0,9.58,4.8,157.32,39.1,9.568,337.64,67.436,10.58,422.24,18.928,22.204,86.326,29.573,9.3305
4.0,51.0,1.5,97.5,4.2735,4.8,70.934,25.722,8.2025,241.96,49.036,8.7676,418.6,20.748,20.93,86.326,29.573,9.3305
4.0,52.0,1.5,99.0,4.17,4.8,106.72,27.876,7.544,168.36,26.312,5.3636,384.02,16.289,17.108,86.326,29.573,9.3305
4.0,53.0,1.5,100.5,4.2735,4.8,70.934,25.722,8.2025,147.2,15.456,4.048,509.6,9.191,15.652,86.326,29.573,9.3305
4.0,54.0,1.5,102.0,5.0,4.8,92.92,22.54,4.5632,108.56,8.4916,2.3,464.1,10.829,6.8978,86.326,29.573,9.3305
4.0,55.0,1.5,103.5,4.2735,4.8,70.934,25.722,8.2025,60.444,4.9036,1.7756,387.66,6.4792,6.3518,86.326,29.573,9.3305
4.0,56.0,1.5,105.0,8.33,2.5,88.872,18.584,5.1336,68.08,4.14,2.8796,223.86,9.373,14.378,61.6,19.8,5.53
4.0,57.0,1.5,106.5,4.2735,1.0,70.934,25.722,8.2025,55.844,1.9412,3.5236,112.84,3.094,19.656,108.0,29.573,9.3305
4.0,58.0,1.5,108.0,5.42,0.5,-91.08,20.516,4.5632,51.52,1.2328,3.5236,58.24,1.0556,21.294,125.0,23.8,5.58
4.0,59.0,1.5,109.5,4.2735,4.8,70.934,25.722,8.2025,35.604,0.414,2.7324,37.856,58.363,18.382,86.326,29.573,9.3305
4.0,60.0,1.5,111.0,5.0,4.8,106.72,20.976,4.0572,28.244,0.27876,0.30084,17.199,58.363,3.2032,86.326,29.573,9.3305
4.0,61.0,1.5,112.5,4.2735,4.8,70.934,25.722,8.2025,26.312,38.518,0.17756,5.5146,58.363,2.8392,86.326,29.573,9.3305
4.0,62.0,1.5,114.0,0.42,4.8,103.96,19.78,3.5328,25.576,38.518,9.0153,4.4044,58.363,10.44,86.326,29.573,9.3305
4.0,63.0,1.5,115.5,4.2735,4.8,70.934,25.722,8.2025,34.316,38.518,9.0153,3.1486,58.363,10.44,86.326,29.573,9.3305
4.0,64.0,1.5,117.0,2.08,4.8,86.94,16.192,2.806,34.684,38.518,9.0153,1.9474,58.363,10.44,86.326,29.573,9.3305
4.0,65.0,1.5,118.5,4.2735,4.8,70.934,25.722,8.2025,31.924,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,66.0,1.5,120.0,1.25,2.5,86.664,13.064,2.4748,21.528,38.518,9.0153,140.64,58.363,10.44,64.9,13.8,2.71
4.0,67.0,1.5,121.5,4.2735,1.0,70.934,25.722,8.2025,25.576,38.518,9.0153,140.64,58.363,10.44,105.0,29.573,9.3305
4.0,68.0,1.5,123.0,2.92,0.5,65.596,15.18,1.7756,14.444,38.518,9.0153,140.64,58.363,10.44,112.0,15.0,2.59
4.0,69.0,1.5,124.5,4.2735,4.8,70.934,25.722,8.2025,23.0,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,70.0,1.5,126.0,2.08,4.8,47.748,6.3112,0.874,17.296,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,71.0,1.5,127.5,4.2735,4.8,70.934,25.722,8.2025,12.144,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,72.0,1.5,129.0,2.5,4.8,27.048,3.91,0.5612,4.1676,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,73.0,1.5,130.5,4.2735,4.8,70.934,25.722,8.2025,1.3156,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,74.0,1.5,132.0,2.08,4.8,8.28,3.3396,0.3772,0.414,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,75.0,1.5,133.5,4.2735,4.8,70.934,25.722,8.2025,0.3128,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,76.0,1.5,135.0,2.08,2.5,7.4888,2.116,0.18124,102.57,38.518,9.0153,140.64,58.363,10.44,5.97,1.89,0.235
4.0,77.0,1.5,136.5,4.2735,1.0,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,10.0,29.573,9.3305
4.0,78.0,1.5,138.0,0.42,0.5,7.6452,1.0672,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,11.0,2.41,0.153
4.0,79.0,1.5,139.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,80.0,1.5,141.0,4.2735,4.8,3.1556,1.2604,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,81.0,1.5,142.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,82.0,1.5,144.0,0.83,4.8,2.7048,0.31648,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,83.0,1.5,145.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,84.0,1.5,147.0,0.42,4.8,4.2504,0.23276,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,85.0,1.5,148.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,86.0,1.5,150.0,4.2735,2.5,5.2256,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,4.09,29.573,9.3305
4.0,87.0,1.5,151.5,4.2735,1.0,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,5.8,29.573,9.3305
4.0,88.0,1.5,153.0,4.2735,0.5,2.2724,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,4.56,29.573,9.3305
4.0,89.0,1.5,154.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,90.0,1.5,156.0,4.2735,4.8,0.1012,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,91.0,1.5,157.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,92.0,1.5,159.0,4.2735,4.8,0.29532,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
4.0,93.0,1.5,160.5,4.2735,4.8,70.934,25.722,8.2025,102.57,38.518,9.0153,140.64,58.363,10.44,86.326,29.573,9.3305
5.0,31.0,1.5,67.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,32.0,1.5,69.0,0.42,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,33.0,1.5,70.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,34.0,1.5,72.0,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,35.0,1.5,73.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,36.0,1.5,75.0,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,37.0,1.5,76.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,38.0,1.5,78.0,0.42,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,39.0,1.5,79.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,40.0,1.5,81.0,0.83,4.8,1.2416,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,41.0,1.5,82.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,42.0,1.5,84.0,1.24,4.8,5.3932,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,43.0,1.5,85.5,4.2735,4.8,74.789,27.12,8.6483,0.36333,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,44.0,1.5,87.0,2.9,4.8,21.243,0.1649,8.6483,1.9701,41.448,9.7012,5.488,62.852,11.243,86.326,29.573,9.3305
5.0,45.0,1.5,88.5,4.2735,4.8,74.789,27.12,8.6483,8.0883,41.448,9.7012,42.728,62.852,11.243,86.326,29.573,9.3305
5.0,46.0,1.5,90.0,3.32,2.5,40.158,6.6736,8.6483,14.157,1.1385,9.7012,37.24,5.782,11.243,18.3,3.33,9.3305
5.0,47.0,1.5,91.5,4.2735,1.0,74.789,27.12,8.6483,18.81,2.1681,9.7012,9.898,12.054,11.243,71.3,29.573,9.3305
5.0,48.0,1.5,93.0,7.88,0.5,102.82,14.841,8.6483,22.77,8.316,9.7012,8.1144,41.474,11.243,112.0,6.15,9.3305
5.0,49.0,1.5,94.5,4.2735,4.8,74.789,27.12,8.6483,12.375,13.068,0.1683,13.622,61.936,11.243,86.326,29.573,9.3305
5.0,50.0,1.5,96.0,9.13,4.8,184.3,75.175,2.0467,25.839,16.137,1.7721,25.088,51.94,11.243,86.326,29.573,9.3305
5.0,51.0,1.5,97.5,4.2735,4.8,74.789,27.12,8.6483,26.433,39.897,2.3958,64.288,78.204,11.243,86.326,29.573,9.3305
5.0,52.0,1.5,99.0,9.96,4.8,307.49,183.33,19.691,161.37,130.68,9.2763,166.6,246.96,7.5656,86.326,29.573,9.3305
5.0,53.0,1.5,100.5,4.2735,4.8,74.789,27.12,8.6483,226.71,190.08,24.948,201.88,325.36,25.872,86.326,29.573,9.3305
5.0,54.0,1.5,102.0,14.52,4.8,315.25,264.81,99.91,297.0,243.54,69.003,288.12,458.64,22.54,86.326,29.573,9.3305
5.0,55.0,1.5,103.5,4.2735,4.8,74.789,27.12,8.6483,389.07,250.47,60.093,476.28,392.0,23.716,86.326,29.573,9.3305
5.0,56.0,1.5,105.0,18.25,2.5,411.28,274.51,132.89,408.87,240.57,73.557,517.44,466.48,19.306,141.0,147.0,104.0
5.0,57.0,1.5,106.5,4.2735,1.0,74.789,27.12,8.6483,551.43,281.16,66.627,638.96,433.16,22.344,783.0,29.573,9.3305
5.0,58.0,1.5,108.0,8.3,0.5,479.18,248.32,73.235,633.6,269.28,45.54,580.16,362.6,8.3692,1225.0,482.0,158.0
5.0,59.0,1.5,109.5,4.2735,4.8,74.789,27.12,8.6483,626.67,291.06,14.355,474.32,290.08,6.076,86.326,29.573,9.3305
5.0,60.0,1.5,111.0,6.64,4.8,414.19,202.73,29.876,402.93,255.42,4.8213,454.72,171.5,2.744,86.326,29.573,9.3305
5.0,61.0,1.5,112.5,4.2735,4.8,74.789,27.12,8.6483,386.1,159.39,0.70587,227.36,18.914,1.176,86.326,29.573,9.3305
5.0,62.0,1.5,114.0,7.88,4.8,374.42,68.676,2.1728,445.5,114.84,0.18513,118.58,62.852,11.243,86.326,29.573,9.3305
5.0,63.0,1.5,115.5,4.2735,4.8,74.789,27.12,8.6483,339.57,68.013,9.7012,38.22,62.852,11.243,86.326,29.573,9.3305
5.0,64.0,1.5,117.0,2.9,4.8,274.51,19.206,0.33368,313.83,26.433,9.7012,14.504,62.852,11.243,86.326,29.573,9.3305
5.0,65.0,1.5,118.5,4.2735,4.8,74.789,27.12,8.6483,235.62,9.9,9.7012,1.0094,62.852,11.243,86.326,29.573,9.3305
5.0,66.0,1.5,120.0,3.32,59.6,117.37,2.3959,8.6483,200.97,2.2572,9.7012,151.46,62.852,11.243,1.87,29.573,9.3305
5.0,67.0,1.5,121.5,4.2735,161.0,74.789,27.12,8.6483,140.58,0.2376,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,68.0,1.5,123.0,0.83,264.0,19.303,0.65087,8.6483,20.394,0.17523,9.7012,151.46,62.852,11.243,1.7,29.573,9.3305
5.0,69.0,1.5,124.5,4.2735,4.8,74.789,27.12,8.6483,4.257,0.1485,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,70.0,1.5,126.0,0.42,4.8,0.71489,0.23183,8.6483,0.35937,0.4851,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,71.0,1.5,127.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,72.0,1.5,129.0,0.42,4.8,0.37345,0.1552,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,73.0,1.5,130.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,74.0,1.5,132.0,0.42,4.8,74.789,0.16102,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
5.0,75.0,1.5,133.5,4.2735,4.8,74.789,27.12,8.6483,110.38,41.448,9.7012,151.46,62.852,11.243,86.326,29.573,9.3305
6.0,25.0,1.5,58.5,4.2735,4.8,74.018,26.841,8.5592,109.26,41.03,9.6032,149.91,62.211,11.128,86.326,29.573,9.3305
6.0,26.0,1.5,60.0,0.83,4.8,74.018,26.841,8.5592,109.26,41.03,9.6032,149.91,62.211,11.128,86.326,29.573,9.3305
6.0,27.0,1.5,61.5,4.2735,4.8,74.018,26.841,8.5592,109.26,41.03,9.6032,149.91,62.211,11.128,86.326,29.573,9.3305
6.0,28.0,1.5,63.0,2.08,4.8,74.018,26.841,8.5592,109.26,41.03,9.6032,149.91,62.211,11.128,86.326,29.573,9.3305
6.0,29.0,1.5,64.5,4.2735,4.8,74.018,26.841,8.5592,109.26,41.03,9.6032,149.91,62.211,11.128,86.326,29.573,9.3305
