Run,Post Number,Degrees,Azimuth (Degrees),Wind-Dir (%),Height (m),Distance,Concentration (mg/m3)
6.0,32.0,1.5,69.0,2.92,4.8,50,5.0592
6.0,33.0,1.5,70.5,4.2735,4.8,100,26.841
6.0,33.0,1.5,70.5,4.2735,4.8,200,8.5592
6.0,33.0,1.5,70.5,4.2735,4.8,50,74.018
6.0,34.0,1.5,72.0,5.42,4.8,100,26.841
6.0,34.0,1.5,72.0,5.42,4.8,200,8.5592
6.0,34.0,1.5,72.0,5.42,4.8,50,13.728
6.0,35.0,1.5,73.5,4.2735,4.8,100,26.841
6.0,35.0,1.5,73.5,4.2735,4.8,200,8.5592
6.0,35.0,1.5,73.5,4.2735,4.8,50,74.018
6.0,36.0,1.5,75.0,3.33,2.5,100,0.41568
6.0,36.0,1.5,75.0,3.33,2.5,200,8.5592
6.0,36.0,1.5,75.0,3.33,2.5,50,16.704
6.0,37.0,1.5,76.5,4.2735,1.0,100,26.841
6.0,37.0,1.5,76.5,4.2735,1.0,200,8.5592
6.0,37.0,1.5,76.5,4.2735,1.0,50,74.018
6.0,38.0,1.5,78.0,11.25,0.5,100,1.2768
6.0,38.0,1.5,78.0,11.25,0.5,200,0.03744
6.0,38.0,1.5,78.0,11.25,0.5,50,33.696
6.0,39.0,1.5,79.5,4.2735,4.8,100,26.841
6.0,39.0,1.5,79.5,4.2735,4.8,200,8.5592
6.0,39.0,1.5,79.5,4.2735,4.8,50,74.018
6.0,40.0,1.5,81.0,7.08,4.8,100,8.3424
6.0,40.0,1.5,81.0,7.08,4.8,200,0.53952
6.0,40.0,1.5,81.0,7.08,4.8,50,63.168
6.0,41.0,1.5,82.5,4.2735,4.8,100,26.841
6.0,41.0,1.5,82.5,4.2735,4.8,200,8.5592
6.0,41.0,1.5,82.5,4.2735,4.8,50,74.018
6.0,42.0,1.5,84.0,8.33,4.8,100,25.248
6.0,42.0,1.5,84.0,8.33,4.8,200,2.6784
6.0,42.0,1.5,84.0,8.33,4.8,50,102.72
6.0,43.0,1.5,85.5,4.2735,4.8,100,26.841
6.0,43.0,1.5,85.5,4.2735,4.8,200,8.5592
6.0,43.0,1.5,85.5,4.2735,4.8,50,74.018
6.0,44.0,1.5,87.0,7.08,4.8,100,48.672
6.0,44.0,1.5,87.0,7.08,4.8,200,8.544
6.0,44.0,1.5,87.0,7.08,4.8,50,141.12
6.0,45.0,1.5,88.5,4.2735,4.8,100,26.841
6.0,45.0,1.5,88.5,4.2735,4.8,200,8.5592
6.0,45.0,1.5,88.5,4.2735,4.8,50,74.018
6.0,46.0,1.5,90.0,11.67,2.5,100,59.616
6.0,46.0,1.5,90.0,11.67,2.5,200,18.816
6.0,46.0,1.5,90.0,11.67,2.5,50,196.8
6.0,47.0,1.5,91.5,4.2735,1.0,100,26.841
6.0,47.0,1.5,91.5,4.2735,1.0,200,8.5592
6.0,47.0,1.5,91.5,4.2735,1.0,50,74.018
6.0,48.0,1.5,93.0,10.42,0.5,100,86.304
6.0,48.0,1.5,93.0,10.42,0.5,200,27.264
6.0,48.0,1.5,93.0,10.42,0.5,50,257.28
6.0,49.0,1.5,94.5,4.2735,4.8,100,26.841
6.0,49.0,1.5,94.5,4.2735,4.8,200,8.5592
6.0,49.0,1.5,94.5,4.2735,4.8,50,74.018
6.0,50.0,1.5,96.0,7.91,4.8,100,76.512
6.0,50.0,1.5,96.0,7.91,4.8,200,19.68
6.0,50.0,1.5,96.0,7.91,4.8,50,231.36
6.0,51.0,1.5,97.5,4.2735,4.8,100,26.841
6.0,51.0,1.5,97.5,4.2735,4.8,200,8.5592
6.0,51.0,1.5,97.5,4.2735,4.8,50,74.018
6.0,52.0,1.5,99.0,6.67,4.8,100,61.728
6.0,52.0,1.5,99.0,6.67,4.8,200,15.456
6.0,52.0,1.5,99.0,6.67,4.8,50,201.6
6.0,53.0,1.5,100.5,4.2735,4.8,100,26.841
6.0,53.0,1.5,100.5,4.2735,4.8,200,8.5592
6.0,53.0,1.5,100.5,4.2735,4.8,50,74.018
6.0,54.0,1.5,102.0,5.42,4.8,100,53.088
6.0,54.0,1.5,102.0,5.42,4.8,200,13.92
6.0,54.0,1.5,102.0,5.42,4.8,50,178.56
6.0,55.0,1.5,103.5,4.2735,4.8,100,26.841
6.0,55.0,1.5,103.5,4.2735,4.8,200,8.5592
6.0,55.0,1.5,103.5,4.2735,4.8,50,74.018
6.0,56.0,1.5,105.0,3.75,2.5,100,48.672
6.0,56.0,1.5,105.0,3.75,2.5,200,11.328
6.0,56.0,1.5,105.0,3.75,2.5,50,167.04
6.0,57.0,1.5,106.5,4.2735,1.0,100,26.841
6.0,57.0,1.5,106.5,4.2735,1.0,200,8.5592
6.0,57.0,1.5,106.5,4.2735,1.0,50,74.018
6.0,58.0,1.5,108.0,0.83,0.5,100,36.96
6.0,58.0,1.5,108.0,0.83,0.5,200,8.0928
6.0,58.0,1.5,108.0,0.83,0.5,50,139.2
6.0,59.0,1.5,109.5,4.2735,4.8,100,26.841
6.0,59.0,1.5,109.5,4.2735,4.8,200,8.5592
6.0,59.0,1.5,109.5,4.2735,4.8,50,74.018
6.0,60.0,1.5,111.0,1.67,4.8,100,19.296
6.0,60.0,1.5,111.0,1.67,4.8,200,3.5328
6.0,60.0,1.5,111.0,1.67,4.8,50,84.768
6.0,61.0,1.5,112.5,4.2735,4.8,100,26.841
6.0,61.0,1.5,112.5,4.2735,4.8,200,8.5592
6.0,61.0,1.5,112.5,4.2735,4.8,50,74.018
6.0,62.0,1.5,114.0,1.25,4.8,100,8.4384
6.0,62.0,1.5,114.0,1.25,4.8,200,0.63552
6.0,62.0,1.5,114.0,1.25,4.8,50,36.384
6.0,63.0,1.5,115.5,4.2735,4.8,100,26.841
6.0,63.0,1.5,115.5,4.2735,4.8,200,8.5592
6.0,63.0,1.5,115.5,4.2735,4.8,50,74.018
6.0,64.0,1.5,117.0,0.42,4.8,100,1.5744
6.0,64.0,1.5,117.0,0.42,4.8,200,0.192
6.0,64.0,1.5,117.0,0.42,4.8,50,11.04
6.0,65.0,1.5,118.5,4.2735,4.8,100,26.841
6.0,65.0,1.5,118.5,4.2735,4.8,200,8.5592
6.0,65.0,1.5,118.5,4.2735,4.8,50,74.018
6.0,66.0,1.5,120.0,4.2735,2.5,100,0.09792
6.0,66.0,1.5,120.0,4.2735,2.5,200,8.5592
6.0,66.0,1.5,120.0,4.2735,2.5,50,2.6016
6.0,67.0,1.5,121.5,4.2735,1.0,100,26.841
6.0,67.0,1.5,121.5,4.2735,1.0,200,8.5592
6.0,67.0,1.5,121.5,4.2735,1.0,50,74.018
6.0,68.0,1.5,123.0,4.2735,0.5,100,26.841
6.0,68.0,1.5,123.0,4.2735,0.5,200,8.5592
6.0,68.0,1.5,123.0,4.2735,0.5,50,0.42432
6.0,69.0,1.5,124.5,4.2735,4.8,100,26.841
6.0,69.0,1.5,124.5,4.2735,4.8,200,8.5592
6.0,69.0,1.5,124.5,4.2735,4.8,50,74.018
6.0,70.0,1.5,126.0,4.2735,4.8,100,26.841
6.0,70.0,1.5,126.0,4.2735,4.8,200,8.5592
6.0,70.0,1.5,126.0,4.2735,4.8,50,0.05376
6.0,71.0,1.5,127.5,4.2735,4.8,100,26.841
6.0,71.0,1.5,127.5,4.2735,4.8,200,8.5592
6.0,71.0,1.5,127.5,4.2735,4.8,50,74.018
6.0,72.0,1.5,129.0,4.2735,4.8,100,26.841
6.0,72.0,1.5,129.0,4.2735,4.8,200,8.5592
6.0,72.0,1.5,129.0,4.2735,4.8,50,74.018
6.0,73.0,1.5,130.5,4.2735,4.8,100,26.841
6.0,73.0,1.5,130.5,4.2735,4.8,200,8.5592
6.0,73.0,1.5,130.5,4.2735,4.8,50,74.018
6.0,74.0,1.5,132.0,4.2735,4.8,100,26.841
6.0,74.0,1.5,132.0,4.2735,4.8,200,8.5592
6.0,74.0,1.5,132.0,4.2735,4.8,50,74.018
6.0,75.0,1.5,133.5,4.2735,4.8,100,26.841
6.0,75.0,1.5,133.5,4.2735,4.8,200,8.5592
6.0,75.0,1.5,133.5,4.2735,4.8,50,74.018
6.0,76.0,1.5,135.0,0.42,4.8,100,26.841
6.0,76.0,1.5,135.0,0.42,4.8,200,8.5592
6.0,76.0,1.5,135.0,0.42,4.8,50,74.018
7.0,23.0,1.5,55.5,4.2735,4.8,100,25.722
7.0,23.0,1.5,55.5,4.2735,4.8,200,8.2025
7.0,23.0,1.5,55.5,4.2735,4.8,50,70.934
7.0,24.0,1.5,57.0,0.83,4.8,100,25.722
7.0,24.0,1.5,57.0,0.83,4.8,200,8.2025
7.0,24.0,1.5,57.0,0.83,4.8,50,0.53268
7.0,25.0,1.5,58.5,4.2735,4.8,100,25.722
7.0,25.0,1.5,58.5,4.2735,4.8,200,8.2025
7.0,25.0,1.5,58.5,4.2735,4.8,50,70.934
7.0,26.0,1.5,60.0,2.08,2.5,100,25.722
7.0,26.0,1.5,60.0,2.08,2.5,200,8.2025
7.0,26.0,1.5,60.0,2.08,2.5,50,2.7968
7.0,27.0,1.5,61.5,4.2735,1.0,100,25.722
7.0,27.0,1.5,61.5,4.2735,1.0,200,8.2025
7.0,27.0,1.5,61.5,4.2735,1.0,50,70.934
7.0,28.0,1.5,63.0,2.08,0.5,100,0.1978
7.0,28.0,1.5,63.0,2.08,0.5,200,8.2025
7.0,28.0,1.5,63.0,2.08,0.5,50,4.9036
7.0,29.0,1.5,64.5,4.2735,4.8,100,25.722
7.0,29.0,1.5,64.5,4.2735,4.8,200,8.2025
7.0,29.0,1.5,64.5,4.2735,4.8,50,70.934
7.0,30.0,1.5,66.0,4.16,4.8,100,0.8556
7.0,30.0,1.5,66.0,4.16,4.8,200,8.2025
7.0,30.0,1.5,66.0,4.16,4.8,50,17.48
7.0,31.0,1.5,67.5,4.2735,4.8,100,25.722
7.0,31.0,1.5,67.5,4.2735,4.8,200,8.2025
7.0,31.0,1.5,67.5,4.2735,4.8,50,70.934
7.0,32.0,1.5,69.0,6.25,4.8,100,2.99
7.0,32.0,1.5,69.0,6.25,4.8,200,0.05336
7.0,32.0,1.5,69.0,6.25,4.8,50,28.796
7.0,33.0,1.5,70.5,4.2735,4.8,100,25.722
7.0,33.0,1.5,70.5,4.2735,4.8,200,8.2025
7.0,33.0,1.5,70.5,4.2735,4.8,50,70.934
7.0,34.0,1.5,72.0,6.67,4.8,100,7.8476
7.0,34.0,1.5,72.0,6.67,4.8,200,0.22448
7.0,34.0,1.5,72.0,6.67,4.8,50,36.708
7.0,35.0,1.5,73.5,4.2735,4.8,100,25.722
7.0,35.0,1.5,73.5,4.2735,4.8,200,8.2025
7.0,35.0,1.5,73.5,4.2735,4.8,50,70.934
7.0,36.0,1.5,75.0,2.92,2.5,100,13.892
7.0,36.0,1.5,75.0,2.92,2.5,200,1.4996
7.0,36.0,1.5,75.0,2.92,2.5,50,53.912
7.0,37.0,1.5,76.5,4.2735,1.0,100,25.722
7.0,37.0,1.5,76.5,4.2735,1.0,200,8.2025
7.0,37.0,1.5,76.5,4.2735,1.0,50,70.934
7.0,38.0,1.5,78.0,9.17,0.5,100,19.136
7.0,38.0,1.5,78.0,9.17,0.5,200,4.002
7.0,38.0,1.5,78.0,9.17,0.5,50,82.524
7.0,39.0,1.5,79.5,4.2735,4.8,100,25.722
7.0,39.0,1.5,79.5,4.2735,4.8,200,8.2025
7.0,39.0,1.5,79.5,4.2735,4.8,50,70.934
7.0,40.0,1.5,81.0,9.58,4.8,100,23.828
7.0,40.0,1.5,81.0,9.58,4.8,200,6.6792
7.0,40.0,1.5,81.0,9.58,4.8,50,104.88
7.0,41.0,1.5,82.5,4.2735,4.8,100,25.722
7.0,41.0,1.5,82.5,4.2735,4.8,200,8.2025
7.0,41.0,1.5,82.5,4.2735,4.8,50,70.934
7.0,42.0,1.5,84.0,10.42,4.8,100,36.708
7.0,42.0,1.5,84.0,10.42,4.8,200,8.3076
7.0,42.0,1.5,84.0,10.42,4.8,50,103.04
7.0,43.0,1.5,85.5,4.2735,4.8,100,25.722
7.0,43.0,1.5,85.5,4.2735,4.8,200,8.2025
7.0,43.0,1.5,85.5,4.2735,4.8,50,70.934
7.0,44.0,1.5,87.0,7.08,4.8,100,32.936
7.0,44.0,1.5,87.0,7.08,4.8,200,12.604
7.0,44.0,1.5,87.0,7.08,4.8,50,97.52
7.0,45.0,1.5,88.5,4.2735,4.8,100,25.722
7.0,45.0,1.5,88.5,4.2735,4.8,200,8.2025
7.0,45.0,1.5,88.5,4.2735,4.8,50,70.934
7.0,46.0,1.5,90.0,6.67,2.5,100,32.476
7.0,46.0,1.5,90.0,6.67,2.5,200,11.04
7.0,46.0,1.5,90.0,6.67,2.5,50,95.68
7.0,47.0,1.5,91.5,4.2735,1.0,100,25.722
7.0,47.0,1.5,91.5,4.2735,1.0,200,8.2025
7.0,47.0,1.5,91.5,4.2735,1.0,50,70.934
7.0,48.0,1.5,93.0,6.67,0.5,100,32.016
7.0,48.0,1.5,93.0,6.67,0.5,200,7.7096
7.0,48.0,1.5,93.0,6.67,0.5,50,84.916
7.0,49.0,1.5,94.5,4.2735,4.8,100,25.722
7.0,49.0,1.5,94.5,4.2735,4.8,200,8.2025
7.0,49.0,1.5,94.5,4.2735,4.8,50,70.934
7.0,50.0,1.5,96.0,7.5,4.8,100,24.012
7.0,50.0,1.5,96.0,7.5,4.8,200,4.9772
7.0,50.0,1.5,96.0,7.5,4.8,50,93.84
7.0,51.0,1.5,97.5,4.2735,4.8,100,25.722
7.0,51.0,1.5,97.5,4.2735,4.8,200,8.2025
7.0,51.0,1.5,97.5,4.2735,4.8,50,70.934
7.0,52.0,1.5,99.0,5.0,4.8,100,14.168
7.0,52.0,1.5,99.0,5.0,4.8,200,2.76
7.0,52.0,1.5,99.0,5.0,4.8,50,83.904
7.0,53.0,1.5,100.5,4.2735,4.8,100,25.722
7.0,53.0,1.5,100.5,4.2735,4.8,200,8.2025
7.0,53.0,1.5,100.5,4.2735,4.8,50,70.934
7.0,54.0,1.5,102.0,3.75,4.8,100,7.406
7.0,54.0,1.5,102.0,3.75,4.8,200,1.2236
7.0,54.0,1.5,102.0,3.75,4.8,50,45.172
7.0,55.0,1.5,103.5,4.2735,4.8,100,25.722
7.0,55.0,1.5,103.5,4.2735,4.8,200,8.2025
7.0,55.0,1.5,103.5,4.2735,4.8,50,70.934
7.0,56.0,1.5,105.0,3.75,2.5,100,4.2872
7.0,56.0,1.5,105.0,3.75,2.5,200,0.575
7.0,56.0,1.5,105.0,3.75,2.5,50,26.68
7.0,57.0,1.5,106.5,4.2735,1.0,100,25.722
7.0,57.0,1.5,106.5,4.2735,1.0,200,8.2025
7.0,57.0,1.5,106.5,4.2735,1.0,50,70.934
7.0,58.0,1.5,108.0,2.08,0.5,100,2.0332
7.0,58.0,1.5,108.0,2.08,0.5,200,0.21988
7.0,58.0,1.5,108.0,2.08,0.5,50,12.788
7.0,59.0,1.5,109.5,4.2735,4.8,100,25.722
7.0,59.0,1.5,109.5,4.2735,4.8,200,8.2025
7.0,59.0,1.5,109.5,4.2735,4.8,50,70.934
7.0,60.0,1.5,111.0,0.42,4.8,100,0.46
7.0,60.0,1.5,111.0,0.42,4.8,200,8.2025
7.0,60.0,1.5,111.0,0.42,4.8,50,9.844
7.0,61.0,1.5,112.5,4.2735,4.8,100,25.722
7.0,61.0,1.5,112.5,4.2735,4.8,200,8.2025
7.0,61.0,1.5,112.5,4.2735,4.8,50,70.934
7.0,62.0,1.5,114.0,1.67,4.8,100,0.0598
7.0,62.0,1.5,114.0,1.67,4.8,200,8.2025
7.0,62.0,1.5,114.0,1.67,4.8,50,5.4096
7.0,63.0,1.5,115.5,4.2735,4.8,100,25.722
7.0,63.0,1.5,115.5,4.2735,4.8,200,8.2025
7.0,63.0,1.5,115.5,4.2735,4.8,50,70.934
7.0,64.0,1.5,117.0,4.2735,4.8,100,25.722
7.0,64.0,1.5,117.0,4.2735,4.8,200,8.2025
7.0,64.0,1.5,117.0,4.2735,4.8,50,0.55108
7.0,65.0,1.5,118.5,4.2735,4.8,100,25.722
7.0,65.0,1.5,118.5,4.2735,4.8,200,8.2025
7.0,65.0,1.5,118.5,4.2735,4.8,50,70.934
7.0,66.0,1.5,120.0,4.2735,4.8,100,25.722
7.0,66.0,1.5,120.0,4.2735,4.8,200,8.2025
7.0,66.0,1.5,120.0,4.2735,4.8,50,70.934
7.0,67.0,1.5,121.5,4.2735,4.8,100,25.722
7.0,67.0,1.5,121.5,4.2735,4.8,200,8.2025
7.0,67.0,1.5,121.5,4.2735,4.8,50,70.934
7.0,68.0,1.5,123.0,0.83,4.8,100,25.722
7.0,68.0,1.5,123.0,0.83,4.8,200,8.2025
7.0,68.0,1.5,123.0,0.83,4.8,50,70.934
7.0,69.0,1.5,124.5,4.2735,4.8,100,25.722
7.0,69.0,1.5,124.5,4.2735,4.8,200,8.2025
7.0,69.0,1.5,124.5,4.2735,4.8,50,70.934
7.0,70.0,1.5,126.0,4.2735,4.8,100,25.722
7.0,70.0,1.5,126.0,4.2735,4.8,200,8.2025
7.0,70.0,1.5,126.0,4.2735,4.8,50,70.934
7.0,71.0,1.5,127.5,4.2735,4.8,100,25.722
7.0,71.0,1.5,127.5,4.2735,4.8,200,8.2025
7.0,71.0,1.5,127.5,4.2735,4.8,50,70.934
7.0,72.0,1.5,129.0,0.42,4.8,100,25.722
7.0,72.0,1.5,129.0,0.42,4.8,200,8.2025
7.0,72.0,1.5,129.0,0.42,4.8,50,70.934
7.0,73.0,1.5,130.5,4.2735,4.8,100,25.722
7.0,73.0,1.5,130.5,4.2735,4.8,200,8.2025
7.0,73.0,1.5,130.5,4.2735,4.8,50,70.934
8.0,25.0,1.5,58.5,4.2735,4.8,100,25.443
8.0,25.0,1.5,58.5,4.2735,4.8,200,8.1134
8.0,25.0,1.5,58.5,4.2735,4.8,50,70.163
8.0,26.0,1.5,60.0,0.42,4.8,100,25.443
8.0,26.0,1.5,60.0,0.42,4.8,200,8.1134
8.0,26.0,1.5,60.0,0.42,4.8,50,70.163
8.0,27.0,1.5,61.5,4.2735,4.8,100,25.443
8.0,27.0,1.5,61.5,4.2735,4.8,200,8.1134
8.0,27.0,1.5,61.5,4.2735,4.8,50,70.163
8.0,28.0,1.5,63.0,1.25,4.8,100,25.443
8.0,28.0,1.5,63.0,1.25,4.8,200,8.1134
8.0,28.0,1.5,63.0,1.25,4.8,50,70.163
8.0,29.0,1.5,64.5,4.2735,4.8,100,25.443
8.0,29.0,1.5,64.5,4.2735,4.8,200,8.1134
8.0,29.0,1.5,64.5,4.2735,4.8,50,70.163
8.0,30.0,1.5,66.0,1.25,4.8,100,25.443
8.0,30.0,1.5,66.0,1.25,4.8,200,8.1134
8.0,30.0,1.5,66.0,1.25,4.8,50,0.81263
8.0,31.0,1.5,67.5,4.2735,4.8,100,25.443
8.0,31.0,1.5,67.5,4.2735,4.8,200,8.1134
8.0,31.0,1.5,67.5,4.2735,4.8,50,70.163
8.0,32.0,1.5,69.0,0.83,4.8,100,25.443
8.0,32.0,1.5,69.0,0.83,4.8,200,8.1134
8.0,32.0,1.5,69.0,0.83,4.8,50,6.2881
8.0,33.0,1.5,70.5,4.2735,4.8,100,25.443
8.0,33.0,1.5,70.5,4.2735,4.8,200,8.1134
8.0,33.0,1.5,70.5,4.2735,4.8,50,70.163
8.0,34.0,1.5,72.0,2.5,4.8,100,1.0283
8.0,34.0,1.5,72.0,2.5,4.8,200,8.1134
8.0,34.0,1.5,72.0,2.5,4.8,50,18.655
8.0,35.0,1.5,73.5,4.2735,4.8,100,25.443
8.0,35.0,1.5,73.5,4.2735,4.8,200,8.1134
8.0,35.0,1.5,73.5,4.2735,4.8,50,70.163
8.0,36.0,1.5,75.0,3.33,2.5,100,5.4145
8.0,36.0,1.5,75.0,3.33,2.5,200,0.20748
8.0,36.0,1.5,75.0,3.33,2.5,50,27.118
8.0,37.0,1.5,76.5,4.2735,1.0,100,25.443
8.0,37.0,1.5,76.5,4.2735,1.0,200,8.1134
8.0,37.0,1.5,76.5,4.2735,1.0,50,70.163
8.0,38.0,1.5,78.0,6.25,0.5,100,11.193
8.0,38.0,1.5,78.0,6.25,0.5,200,1.0647
8.0,38.0,1.5,78.0,6.25,0.5,50,51.051
8.0,39.0,1.5,79.5,4.2735,4.8,100,25.443
8.0,39.0,1.5,79.5,4.2735,4.8,200,8.1134
8.0,39.0,1.5,79.5,4.2735,4.8,50,70.163
8.0,40.0,1.5,81.0,7.92,4.8,100,20.202
8.0,40.0,1.5,81.0,7.92,4.8,200,3.3579
8.0,40.0,1.5,81.0,7.92,4.8,50,60.515
8.0,41.0,1.5,82.5,4.2735,4.8,100,25.443
8.0,41.0,1.5,82.5,4.2735,4.8,200,8.1134
8.0,41.0,1.5,82.5,4.2735,4.8,50,70.163
8.0,42.0,1.5,84.0,11.25,4.8,100,25.571
8.0,42.0,1.5,84.0,11.25,4.8,200,8.9726
8.0,42.0,1.5,84.0,11.25,4.8,50,76.713
8.0,43.0,1.5,85.5,4.2735,4.8,100,25.443
8.0,43.0,1.5,85.5,4.2735,4.8,200,8.1134
8.0,43.0,1.5,85.5,4.2735,4.8,50,70.163
8.0,44.0,1.5,87.0,5.83,4.8,100,27.118
8.0,44.0,1.5,87.0,5.83,4.8,200,10.647
8.0,44.0,1.5,87.0,5.83,4.8,50,76.713
8.0,45.0,1.5,88.5,4.2735,4.8,100,25.443
8.0,45.0,1.5,88.5,4.2735,4.8,200,8.1134
8.0,45.0,1.5,88.5,4.2735,4.8,50,70.163
8.0,46.0,1.5,90.0,8.75,2.5,100,33.397
8.0,46.0,1.5,90.0,8.75,2.5,200,12.103
8.0,46.0,1.5,90.0,8.75,2.5,50,91.91
8.0,47.0,1.5,91.5,4.2735,1.0,100,25.443
8.0,47.0,1.5,91.5,4.2735,1.0,200,8.1134
8.0,47.0,1.5,91.5,4.2735,1.0,50,70.163
8.0,48.0,1.5,93.0,9.59,0.5,100,45.227
8.0,48.0,1.5,93.0,9.59,0.5,200,12.74
8.0,48.0,1.5,93.0,9.59,0.5,50,121.94
8.0,49.0,1.5,94.5,4.2735,4.8,100,25.443
8.0,49.0,1.5,94.5,4.2735,4.8,200,8.1134
8.0,49.0,1.5,94.5,4.2735,4.8,50,70.163
8.0,50.0,1.5,96.0,9.17,4.8,100,43.407
8.0,50.0,1.5,96.0,9.17,4.8,200,10.829
8.0,50.0,1.5,96.0,9.17,4.8,50,116.48
8.0,51.0,1.5,97.5,4.2735,4.8,100,25.443
8.0,51.0,1.5,97.5,4.2735,4.8,200,8.1134
8.0,51.0,1.5,97.5,4.2735,4.8,50,70.163
8.0,52.0,1.5,99.0,6.25,4.8,100,31.304
8.0,52.0,1.5,99.0,6.25,4.8,200,6.7158
8.0,52.0,1.5,99.0,6.25,4.8,50,128.31
8.0,53.0,1.5,100.5,4.2735,4.8,100,25.443
8.0,53.0,1.5,100.5,4.2735,4.8,200,8.1134
8.0,53.0,1.5,100.5,4.2735,4.8,50,70.163
8.0,54.0,1.5,102.0,8.75,4.8,100,18.655
8.0,54.0,1.5,102.0,8.75,4.8,200,2.4752
8.0,54.0,1.5,102.0,8.75,4.8,50,129.22
8.0,55.0,1.5,103.5,4.2735,4.8,100,25.443
8.0,55.0,1.5,103.5,4.2735,4.8,200,8.1134
8.0,55.0,1.5,103.5,4.2735,4.8,50,70.163
8.0,56.0,1.5,105.0,4.58,2.5,100,7.4074
8.0,56.0,1.5,105.0,4.58,2.5,200,0.85176
8.0,56.0,1.5,105.0,4.58,2.5,50,93.73
8.0,57.0,1.5,106.5,4.2735,1.0,100,25.443
8.0,57.0,1.5,106.5,4.2735,1.0,200,8.1134
8.0,57.0,1.5,106.5,4.2735,1.0,50,70.163
8.0,58.0,1.5,108.0,4.58,0.5,100,1.4105
8.0,58.0,1.5,108.0,4.58,0.5,200,0.18837
8.0,58.0,1.5,108.0,4.58,0.5,50,69.979
8.0,59.0,1.5,109.5,4.2735,4.8,100,25.443
8.0,59.0,1.5,109.5,4.2735,4.8,200,8.1134
8.0,59.0,1.5,109.5,4.2735,4.8,50,70.163
8.0,60.0,1.5,111.0,2.08,4.8,100,0.3731
8.0,60.0,1.5,111.0,2.08,4.8,200,8.1134
8.0,60.0,1.5,111.0,2.08,4.8,50,34.216
8.0,61.0,1.5,112.5,4.2735,4.8,100,25.443
8.0,61.0,1.5,112.5,4.2735,4.8,200,8.1134
8.0,61.0,1.5,112.5,4.2735,4.8,50,70.163
8.0,62.0,1.5,114.0,1.67,4.8,100,0.09919
8.0,62.0,1.5,114.0,1.67,4.8,200,8.1134
8.0,62.0,1.5,114.0,1.67,4.8,50,12.012
8.0,63.0,1.5,115.5,4.2735,4.8,100,25.443
8.0,63.0,1.5,115.5,4.2735,4.8,200,8.1134
8.0,63.0,1.5,115.5,4.2735,4.8,50,70.163
8.0,64.0,1.5,117.0,0.42,4.8,100,25.443
8.0,64.0,1.5,117.0,0.42,4.8,200,8.1134
8.0,64.0,1.5,117.0,0.42,4.8,50,5.3599
8.0,65.0,1.5,118.5,4.2735,4.8,100,25.443
8.0,65.0,1.5,118.5,4.2735,4.8,200,8.1134
8.0,65.0,1.5,118.5,4.2735,4.8,50,70.163
8.0,66.0,1.5,120.0,1.25,2.5,100,25.443
8.0,66.0,1.5,120.0,1.25,2.5,200,8.1134
8.0,66.0,1.5,120.0,1.25,2.5,50,0.75803
8.0,67.0,1.5,121.5,4.2735,1.0,100,25.443
8.0,67.0,1.5,121.5,4.2735,1.0,200,8.1134
8.0,67.0,1.5,121.5,4.2735,1.0,50,70.163
8.0,68.0,1.5,123.0,0.42,0.5,100,25.443
8.0,68.0,1.5,123.0,0.42,0.5,200,8.1134
8.0,68.0,1.5,123.0,0.42,0.5,50,0.25298
8.0,69.0,1.5,124.5,4.2735,4.8,100,25.443
8.0,69.0,1.5,124.5,4.2735,4.8,200,8.1134
8.0,69.0,1.5,124.5,4.2735,4.8,50,70.163
8.0,70.0,1.5,126.0,0.83,4.8,100,25.443
8.0,70.0,1.5,126.0,0.83,4.8,200,8.1134
8.0,70.0,1.5,126.0,0.83,4.8,50,70.163
8.0,71.0,1.5,127.5,4.2735,4.8,100,25.443
8.0,71.0,1.5,127.5,4.2735,4.8,200,8.1134
8.0,71.0,1.5,127.5,4.2735,4.8,50,70.163
8.0,72.0,1.5,129.0,0.83,4.8,100,25.443
8.0,72.0,1.5,129.0,0.83,4.8,200,8.1134
