Run,Post Number,Degrees,Azimuth (Degrees),Wind-Dir (%),Height (m),Distance,Concentration (mg/m3)
8.0,72.0,1.5,129.0,0.83,4.8,50,70.163
8.0,73.0,1.5,130.5,4.2735,4.8,100,25.443
8.0,73.0,1.5,130.5,4.2735,4.8,200,8.1134
8.0,73.0,1.5,130.5,4.2735,4.8,50,70.163
9.0,9.0,1.5,34.5,4.2735,4.8,100,26.841
9.0,9.0,1.5,34.5,4.2735,4.8,200,8.5592
9.0,9.0,1.5,34.5,4.2735,4.8,50,74.018
9.0,10.0,1.5,36.0,4.2735,4.8,100,26.841
9.0,10.0,1.5,36.0,4.2735,4.8,200,8.5592
9.0,10.0,1.5,36.0,4.2735,4.8,50,0.17376
9.0,11.0,1.5,37.5,4.2735,4.8,100,26.841
9.0,11.0,1.5,37.5,4.2735,4.8,200,8.5592
9.0,11.0,1.5,37.5,4.2735,4.8,50,74.018
9.0,12.0,1.5,39.0,4.2735,4.8,100,26.841
9.0,12.0,1.5,39.0,4.2735,4.8,200,8.5592
9.0,12.0,1.5,39.0,4.2735,4.8,50,1.824
9.0,13.0,1.5,40.5,4.2735,4.8,100,26.841
9.0,13.0,1.5,40.5,4.2735,4.8,200,8.5592
9.0,13.0,1.5,40.5,4.2735,4.8,50,74.018
9.0,14.0,1.5,42.0,4.2735,4.8,100,0.03936
9.0,14.0,1.5,42.0,4.2735,4.8,200,8.5592
9.0,14.0,1.5,42.0,4.2735,4.8,50,10.08
9.0,15.0,1.5,43.5,4.2735,4.8,100,26.841
9.0,15.0,1.5,43.5,4.2735,4.8,200,8.5592
9.0,15.0,1.5,43.5,4.2735,4.8,50,74.018
9.0,16.0,1.5,45.0,0.42,4.8,100,1.3152
9.0,16.0,1.5,45.0,0.42,4.8,200,8.5592
9.0,16.0,1.5,45.0,0.42,4.8,50,22.752
9.0,17.0,1.5,46.5,4.2735,2.5,100,26.841
9.0,17.0,1.5,46.5,4.2735,2.5,200,8.5592
9.0,17.0,1.5,46.5,4.2735,2.5,50,74.018
9.0,18.0,1.5,48.0,3.33,1.0,100,2.688
9.0,18.0,1.5,48.0,3.33,1.0,200,0.05472
9.0,18.0,1.5,48.0,3.33,1.0,50,41.664
9.0,19.0,1.5,49.5,4.2735,0.5,100,26.841
9.0,19.0,1.5,49.5,4.2735,0.5,200,8.5592
9.0,19.0,1.5,49.5,4.2735,0.5,50,74.018
9.0,20.0,1.5,51.0,2.08,4.8,100,6.576
9.0,20.0,1.5,51.0,2.08,4.8,200,0.64608
9.0,20.0,1.5,51.0,2.08,4.8,50,55.104
9.0,21.0,1.5,52.5,4.2735,4.8,100,26.841
9.0,21.0,1.5,52.5,4.2735,4.8,200,8.5592
9.0,21.0,1.5,52.5,4.2735,4.8,50,74.018
9.0,22.0,1.5,54.0,3.75,4.8,100,12.864
9.0,22.0,1.5,54.0,3.75,4.8,200,1.968
9.0,22.0,1.5,54.0,3.75,4.8,50,66.528
9.0,23.0,1.5,55.5,4.2735,4.8,100,26.841
9.0,23.0,1.5,55.5,4.2735,4.8,200,8.5592
9.0,23.0,1.5,55.5,4.2735,4.8,50,74.018
9.0,24.0,1.5,57.0,5.0,4.8,100,16.992
9.0,24.0,1.5,57.0,5.0,4.8,200,4.272
9.0,24.0,1.5,57.0,5.0,4.8,50,101.76
9.0,25.0,1.5,58.5,4.2735,4.8,100,26.841
9.0,25.0,1.5,58.5,4.2735,4.8,200,8.5592
9.0,25.0,1.5,58.5,4.2735,4.8,50,74.018
9.0,26.0,1.5,60.0,4.58,2.5,100,28.128
9.0,26.0,1.5,60.0,4.58,2.5,200,5.0016
9.0,26.0,1.5,60.0,4.58,2.5,50,130.56
9.0,27.0,1.5,61.5,4.2735,1.0,100,26.841
9.0,27.0,1.5,61.5,4.2735,1.0,200,8.5592
9.0,27.0,1.5,61.5,4.2735,1.0,50,74.018
9.0,28.0,1.5,63.0,7.92,0.5,100,46.272
9.0,28.0,1.5,63.0,7.92,0.5,200,7.8144
9.0,28.0,1.5,63.0,7.92,0.5,50,142.08
9.0,29.0,1.5,64.5,4.2735,4.8,100,26.841
9.0,29.0,1.5,64.5,4.2735,4.8,200,8.5592
9.0,29.0,1.5,64.5,4.2735,4.8,50,74.018
9.0,30.0,1.5,66.0,10.42,4.8,100,55.392
9.0,30.0,1.5,66.0,10.42,4.8,200,12.192
9.0,30.0,1.5,66.0,10.42,4.8,50,146.88
9.0,31.0,1.5,67.5,4.2735,4.8,100,26.841
9.0,31.0,1.5,67.5,4.2735,4.8,200,8.5592
9.0,31.0,1.5,67.5,4.2735,4.8,50,74.018
9.0,32.0,1.5,69.0,11.25,4.8,100,56.832
9.0,32.0,1.5,69.0,11.25,4.8,200,16.704
9.0,32.0,1.5,69.0,11.25,4.8,50,167.04
9.0,33.0,1.5,70.5,4.2735,4.8,100,26.841
9.0,33.0,1.5,70.5,4.2735,4.8,200,8.5592
9.0,33.0,1.5,70.5,4.2735,4.8,50,74.018
9.0,34.0,1.5,72.0,8.33,4.8,100,49.056
9.0,34.0,1.5,72.0,8.33,4.8,200,15.936
9.0,34.0,1.5,72.0,8.33,4.8,50,169.92
9.0,35.0,1.5,73.5,4.2735,4.8,100,26.841
9.0,35.0,1.5,73.5,4.2735,4.8,200,8.5592
9.0,35.0,1.5,73.5,4.2735,4.8,50,74.018
9.0,36.0,1.5,75.0,7.5,2.5,100,45.792
9.0,36.0,1.5,75.0,7.5,2.5,200,13.728
9.0,36.0,1.5,75.0,7.5,2.5,50,148.8
9.0,37.0,1.5,76.5,4.2735,1.0,100,26.841
9.0,37.0,1.5,76.5,4.2735,1.0,200,8.5592
9.0,37.0,1.5,76.5,4.2735,1.0,50,74.018
9.0,38.0,1.5,78.0,7.92,0.5,100,38.784
9.0,38.0,1.5,78.0,7.92,0.5,200,10.752
9.0,38.0,1.5,78.0,7.92,0.5,50,123.84
9.0,39.0,1.5,79.5,4.2735,4.8,100,26.841
9.0,39.0,1.5,79.5,4.2735,4.8,200,8.5592
9.0,39.0,1.5,79.5,4.2735,4.8,50,74.018
9.0,40.0,1.5,81.0,7.08,4.8,100,36.672
9.0,40.0,1.5,81.0,7.08,4.8,200,5.5584
9.0,40.0,1.5,81.0,7.08,4.8,50,94.752
9.0,41.0,1.5,82.5,4.2735,4.8,100,26.841
9.0,41.0,1.5,82.5,4.2735,4.8,200,8.5592
9.0,41.0,1.5,82.5,4.2735,4.8,50,74.018
9.0,42.0,1.5,84.0,7.08,4.8,100,22.944
9.0,42.0,1.5,84.0,7.08,4.8,200,4.4832
9.0,42.0,1.5,84.0,7.08,4.8,50,78.432
9.0,43.0,1.5,85.5,4.2735,4.8,100,26.841
9.0,43.0,1.5,85.5,4.2735,4.8,200,8.5592
9.0,43.0,1.5,85.5,4.2735,4.8,50,74.018
9.0,44.0,1.5,87.0,3.75,4.8,100,11.616
9.0,44.0,1.5,87.0,3.75,4.8,200,3.1392
9.0,44.0,1.5,87.0,3.75,4.8,50,67.776
9.0,45.0,1.5,88.5,4.2735,4.8,100,26.841
9.0,45.0,1.5,88.5,4.2735,4.8,200,8.5592
9.0,45.0,1.5,88.5,4.2735,4.8,50,74.018
9.0,46.0,1.5,90.0,4.17,2.5,100,6.4608
9.0,46.0,1.5,90.0,4.17,2.5,200,0.4608
9.0,46.0,1.5,90.0,4.17,2.5,50,38.784
9.0,47.0,1.5,91.5,4.2735,1.0,100,26.841
9.0,47.0,1.5,91.5,4.2735,1.0,200,8.5592
9.0,47.0,1.5,91.5,4.2735,1.0,50,74.018
9.0,48.0,1.5,93.0,2.5,0.5,100,2.8032
9.0,48.0,1.5,93.0,2.5,0.5,200,8.5592
9.0,48.0,1.5,93.0,2.5,0.5,50,14.016
9.0,49.0,1.5,94.5,4.2735,4.8,100,26.841
9.0,49.0,1.5,94.5,4.2735,4.8,200,8.5592
9.0,49.0,1.5,94.5,4.2735,4.8,50,74.018
9.0,50.0,1.5,96.0,4.2735,4.8,100,0.65856
9.0,50.0,1.5,96.0,4.2735,4.8,200,8.5592
9.0,50.0,1.5,96.0,4.2735,4.8,50,5.3472
9.0,51.0,1.5,97.5,4.2735,4.8,100,26.841
9.0,51.0,1.5,97.5,4.2735,4.8,200,8.5592
9.0,51.0,1.5,97.5,4.2735,4.8,50,74.018
9.0,52.0,1.5,99.0,4.2735,4.8,100,0.12192
9.0,52.0,1.5,99.0,4.2735,4.8,200,8.5592
9.0,52.0,1.5,99.0,4.2735,4.8,50,2.2272
9.0,53.0,1.5,100.5,4.2735,4.8,100,26.841
9.0,53.0,1.5,100.5,4.2735,4.8,200,8.5592
9.0,53.0,1.5,100.5,4.2735,4.8,50,74.018
9.0,54.0,1.5,102.0,1.25,4.8,100,26.841
9.0,54.0,1.5,102.0,1.25,4.8,200,8.5592
9.0,54.0,1.5,102.0,1.25,4.8,50,3.5328
9.0,55.0,1.5,103.5,4.2735,4.8,100,26.841
9.0,55.0,1.5,103.5,4.2735,4.8,200,8.5592
9.0,55.0,1.5,103.5,4.2735,4.8,50,74.018
9.0,56.0,1.5,105.0,4.2735,2.5,100,26.841
9.0,56.0,1.5,105.0,4.2735,2.5,200,8.5592
9.0,56.0,1.5,105.0,4.2735,2.5,50,2.7072
9.0,57.0,1.5,106.5,4.2735,1.0,100,26.841
9.0,57.0,1.5,106.5,4.2735,1.0,200,8.5592
9.0,57.0,1.5,106.5,4.2735,1.0,50,74.018
9.0,58.0,1.5,108.0,0.83,0.5,100,26.841
9.0,58.0,1.5,108.0,0.83,0.5,200,8.5592
9.0,58.0,1.5,108.0,0.83,0.5,50,0.264
9.0,59.0,1.5,109.5,4.2735,4.8,100,26.841
9.0,59.0,1.5,109.5,4.2735,4.8,200,8.5592
9.0,59.0,1.5,109.5,4.2735,4.8,50,74.018
9.0,60.0,1.5,111.0,4.2735,4.8,100,26.841
9.0,60.0,1.5,111.0,4.2735,4.8,200,8.5592
9.0,60.0,1.5,111.0,4.2735,4.8,50,74.018
9.0,61.0,1.5,112.5,4.2735,4.8,100,26.841
9.0,61.0,1.5,112.5,4.2735,4.8,200,8.5592
9.0,61.0,1.5,112.5,4.2735,4.8,50,74.018
9.0,62.0,1.5,114.0,0.42,4.8,100,26.841
9.0,62.0,1.5,114.0,0.42,4.8,200,8.5592
9.0,62.0,1.5,114.0,0.42,4.8,50,74.018
9.0,63.0,1.5,115.5,4.2735,4.8,100,26.841
9.0,63.0,1.5,115.5,4.2735,4.8,100,26.841
9.0,63.0,1.5,115.5,4.2735,4.8,200,8.5592
9.0,63.0,1.5,115.5,4.2735,4.8,200,8.5592
9.0,63.0,1.5,115.5,4.2735,4.8,50,74.018
9.0,63.0,1.5,115.5,4.2735,4.8,50,74.018
9.0,64.0,1.5,117.0,4.2735,4.8,100,26.841
9.0,64.0,1.5,117.0,4.2735,4.8,200,8.5592
9.0,64.0,1.5,117.0,4.2735,4.8,50,74.018
9.0,65.0,1.5,118.5,4.2735,4.8,100,26.841
9.0,65.0,1.5,118.5,4.2735,4.8,200,8.5592
9.0,65.0,1.5,118.5,4.2735,4.8,50,74.018
9.0,66.0,1.5,120.0,4.2735,4.8,100,26.841
9.0,66.0,1.5,120.0,4.2735,4.8,200,8.5592
9.0,66.0,1.5,120.0,4.2735,4.8,50,74.018
9.0,67.0,1.5,121.5,4.2735,4.8,100,26.841
9.0,67.0,1.5,121.5,4.2735,4.8,200,8.5592
9.0,67.0,1.5,121.5,4.2735,4.8,50,74.018
9.0,68.0,1.5,123.0,4.2735,4.8,100,26.841
9.0,68.0,1.5,123.0,4.2735,4.8,200,8.5592
9.0,68.0,1.5,123.0,4.2735,4.8,50,74.018
9.0,69.0,1.5,124.5,4.2735,4.8,100,26.841
9.0,69.0,1.5,124.5,4.2735,4.8,200,8.5592
9.0,69.0,1.5,124.5,4.2735,4.8,50,74.018
9.0,70.0,1.5,126.0,4.2735,4.8,100,26.841
9.0,70.0,1.5,126.0,4.2735,4.8,200,8.5592
9.0,70.0,1.5,126.0,4.2735,4.8,50,74.018
9.0,71.0,1.5,127.5,4.2735,4.8,100,26.841
9.0,71.0,1.5,127.5,4.2735,4.8,200,8.5592
9.0,71.0,1.5,127.5,4.2735,4.8,50,74.018
9.0,72.0,1.5,129.0,4.2735,4.8,100,26.841
9.0,72.0,1.5,129.0,4.2735,4.8,200,8.5592
9.0,72.0,1.5,129.0,4.2735,4.8,50,74.018
9.0,73.0,1.5,130.5,4.2735,4.8,100,26.841
9.0,73.0,1.5,130.5,4.2735,4.8,200,8.5592
9.0,73.0,1.5,130.5,4.2735,4.8,50,74.018
9.0,74.0,1.5,132.0,4.2735,4.8,100,26.841
9.0,74.0,1.5,132.0,4.2735,4.8,200,8.5592
9.0,74.0,1.5,132.0,4.2735,4.8,50,74.018
9.0,75.0,1.5,133.5,4.2735,4.8,100,26.841
9.0,75.0,1.5,133.5,4.2735,4.8,200,8.5592
9.0,75.0,1.5,133.5,4.2735,4.8,50,74.018
9.0,76.0,1.5,135.0,4.2735,4.8,100,26.841
9.0,76.0,1.5,135.0,4.2735,4.8,200,8.5592
9.0,76.0,1.5,135.0,4.2735,4.8,50,74.018
9.0,77.0,1.5,136.5,4.2735,4.8,100,26.841
9.0,77.0,1.5,136.5,4.2735,4.8,200,8.5592
9.0,77.0,1.5,136.5,4.2735,4.8,50,74.018
9.0,78.0,1.5,138.0,0.42,4.8,100,26.841
9.0,78.0,1.5,138.0,0.42,4.8,200,8.5592
9.0,78.0,1.5,138.0,0.42,4.8,50,74.018
10.0,11.0,1.5,37.5,4.2735,4.8,100,26.281
10.0,11.0,1.5,37.5,4.2735,4.8,200,8.3809
10.0,11.0,1.5,37.5,4.2735,4.8,50,72.476
10.0,12.0,1.5,39.0,0.42,4.8,100,26.281
10.0,12.0,1.5,39.0,0.42,4.8,200,8.3809
10.0,12.0,1.5,39.0,0.42,4.8,50,0.51324
10.0,13.0,1.5,40.5,4.2735,4.8,100,26.281
10.0,13.0,1.5,40.5,4.2735,4.8,200,8.3809
10.0,13.0,1.5,40.5,4.2735,4.8,50,72.476
10.0,14.0,1.5,42.0,4.2735,4.8,100,26.281
10.0,14.0,1.5,42.0,4.2735,4.8,200,8.3809
10.0,14.0,1.5,42.0,4.2735,4.8,50,5.2358
10.0,15.0,1.5,43.5,4.2735,4.8,100,26.281
10.0,15.0,1.5,43.5,4.2735,4.8,200,8.3809
10.0,15.0,1.5,43.5,4.2735,4.8,50,72.476
10.0,16.0,1.5,45.0,0.42,2.5,100,0.01222
10.0,16.0,1.5,45.0,0.42,2.5,200,0.13536
10.0,16.0,1.5,45.0,0.42,2.5,50,9.964
10.0,17.0,1.5,46.5,4.2735,1.0,100,26.281
10.0,17.0,1.5,46.5,4.2735,1.0,200,8.3809
10.0,17.0,1.5,46.5,4.2735,1.0,50,72.476
10.0,18.0,1.5,48.0,1.25,0.5,100,0.37788
10.0,18.0,1.5,48.0,1.25,0.5,200,0.34498
10.0,18.0,1.5,48.0,1.25,0.5,50,18.518
10.0,19.0,1.5,49.5,4.2735,4.8,100,26.281
10.0,19.0,1.5,49.5,4.2735,4.8,200,8.3809
10.0,19.0,1.5,49.5,4.2735,4.8,50,72.476
10.0,20.0,1.5,51.0,1.67,4.8,100,3.0832
10.0,20.0,1.5,51.0,1.67,4.8,200,0.9964
10.0,20.0,1.5,51.0,1.67,4.8,50,21.902
10.0,21.0,1.5,52.5,4.2735,4.8,100,26.281
10.0,21.0,1.5,52.5,4.2735,4.8,200,8.3809
10.0,21.0,1.5,52.5,4.2735,4.8,50,72.476
10.0,22.0,1.5,54.0,2.5,4.8,100,6.3168
10.0,22.0,1.5,54.0,2.5,4.8,200,1.1092
10.0,22.0,1.5,54.0,2.5,4.8,50,28.012
10.0,23.0,1.5,55.5,4.2735,4.8,100,26.281
10.0,23.0,1.5,55.5,4.2735,4.8,200,8.3809
10.0,23.0,1.5,55.5,4.2735,4.8,50,72.476
10.0,24.0,1.5,57.0,3.33,4.8,100,7.0688
10.0,24.0,1.5,57.0,3.33,4.8,200,1.8142
10.0,24.0,1.5,57.0,3.33,4.8,50,33.746
10.0,25.0,1.5,58.5,4.2735,4.8,100,26.281
10.0,25.0,1.5,58.5,4.2735,4.8,200,8.3809
10.0,25.0,1.5,58.5,4.2735,4.8,50,72.476
10.0,26.0,1.5,60.0,6.25,2.5,100,13.254
10.0,26.0,1.5,60.0,6.25,2.5,200,3.3746
10.0,26.0,1.5,60.0,6.25,2.5,50,48.692
10.0,27.0,1.5,61.5,4.2735,1.0,100,26.281
10.0,27.0,1.5,61.5,4.2735,1.0,200,8.3809
10.0,27.0,1.5,61.5,4.2735,1.0,50,72.476
10.0,28.0,1.5,63.0,3.75,0.5,100,21.244
10.0,28.0,1.5,63.0,3.75,0.5,200,4.4274
10.0,28.0,1.5,63.0,3.75,0.5,50,81.404
10.0,29.0,1.5,64.5,4.2735,4.8,100,26.281
10.0,29.0,1.5,64.5,4.2735,4.8,200,8.3809
10.0,29.0,1.5,64.5,4.2735,4.8,50,72.476
10.0,30.0,1.5,66.0,4.58,4.8,100,23.5
10.0,30.0,1.5,66.0,4.58,4.8,200,2.8482
10.0,30.0,1.5,66.0,4.58,4.8,50,92.308
10.0,31.0,1.5,67.5,4.2735,4.8,100,26.281
10.0,31.0,1.5,67.5,4.2735,4.8,200,8.3809
10.0,31.0,1.5,67.5,4.2735,4.8,50,72.476
10.0,32.0,1.5,69.0,4.58,4.8,100,26.696
10.0,32.0,1.5,69.0,4.58,4.8,200,3.5626
10.0,32.0,1.5,69.0,4.58,4.8,50,91.556
10.0,33.0,1.5,70.5,4.2735,4.8,100,26.281
10.0,33.0,1.5,70.5,4.2735,4.8,200,8.3809
10.0,33.0,1.5,70.5,4.2735,4.8,50,72.476
10.0,34.0,1.5,72.0,7.08,4.8,100,23.312
10.0,34.0,1.5,72.0,7.08,4.8,200,4.0044
10.0,34.0,1.5,72.0,7.08,4.8,50,108.1
10.0,35.0,1.5,73.5,4.2735,4.8,100,26.281
10.0,35.0,1.5,73.5,4.2735,4.8,200,8.3809
10.0,35.0,1.5,73.5,4.2735,4.8,50,72.476
10.0,36.0,1.5,75.0,3.75,2.5,100,18.988
10.0,36.0,1.5,75.0,3.75,2.5,200,3.0362
10.0,36.0,1.5,75.0,3.75,2.5,50,111.86
10.0,37.0,1.5,76.5,4.2735,1.0,100,26.281
10.0,37.0,1.5,76.5,4.2735,1.0,200,8.3809
10.0,37.0,1.5,76.5,4.2735,1.0,50,72.476
10.0,38.0,1.5,78.0,5.0,0.5,100,15.134
10.0,38.0,1.5,78.0,5.0,0.5,200,2.7448
10.0,38.0,1.5,78.0,5.0,0.5,50,94.94
10.0,39.0,1.5,79.5,4.2735,4.8,100,26.281
10.0,39.0,1.5,79.5,4.2735,4.8,200,8.3809
10.0,39.0,1.5,79.5,4.2735,4.8,50,72.476
10.0,40.0,1.5,81.0,5.83,4.8,100,15.04
10.0,40.0,1.5,81.0,5.83,4.8,200,1.3724
10.0,40.0,1.5,81.0,5.83,4.8,50,74.26
10.0,41.0,1.5,82.5,4.2735,4.8,100,26.281
10.0,41.0,1.5,82.5,4.2735,4.8,200,8.3809
10.0,41.0,1.5,82.5,4.2735,4.8,50,72.476
10.0,42.0,1.5,84.0,4.58,4.8,100,12.972
10.0,42.0,1.5,84.0,4.58,4.8,200,0.94
10.0,42.0,1.5,84.0,4.58,4.8,50,58.092
10.0,43.0,1.5,85.5,4.2735,4.8,100,26.281
10.0,43.0,1.5,85.5,4.2735,4.8,200,8.3809
10.0,43.0,1.5,85.5,4.2735,4.8,50,72.476
10.0,44.0,1.5,87.0,3.75,4.8,100,13.536
10.0,44.0,1.5,87.0,3.75,4.8,200,1.3442
10.0,44.0,1.5,87.0,3.75,4.8,50,77.456
10.0,45.0,1.5,88.5,4.2735,4.8,100,26.281
10.0,45.0,1.5,88.5,4.2735,4.8,200,8.3809
10.0,45.0,1.5,88.5,4.2735,4.8,50,72.476
10.0,46.0,1.5,90.0,4.16,2.5,100,18.988
10.0,46.0,1.5,90.0,4.16,2.5,200,2.6226
10.0,46.0,1.5,90.0,4.16,2.5,50,91.086
10.0,47.0,1.5,91.5,4.2735,1.0,100,26.281
10.0,47.0,1.5,91.5,4.2735,1.0,200,8.3809
10.0,47.0,1.5,91.5,4.2735,1.0,50,72.476
10.0,48.0,1.5,93.0,3.75,0.5,100,22.748
10.0,48.0,1.5,93.0,3.75,0.5,200,3.2806
10.0,48.0,1.5,93.0,3.75,0.5,50,98.7
10.0,49.0,1.5,94.5,4.2735,4.8,100,26.281
10.0,49.0,1.5,94.5,4.2735,4.8,200,8.3809
10.0,49.0,1.5,94.5,4.2735,4.8,50,72.476
10.0,50.0,1.5,96.0,5.42,4.8,100,17.86
10.0,50.0,1.5,96.0,5.42,4.8,200,2.2654
10.0,50.0,1.5,96.0,5.42,4.8,50,94.94
10.0,51.0,1.5,97.5,4.2735,4.8,100,26.281
10.0,51.0,1.5,97.5,4.2735,4.8,200,8.3809
10.0,51.0,1.5,97.5,4.2735,4.8,50,72.476
10.0,52.0,1.5,99.0,5.42,4.8,100,15.604
10.0,52.0,1.5,99.0,5.42,4.8,200,2.9234
10.0,52.0,1.5,99.0,5.42,4.8,50,98.7
10.0,53.0,1.5,100.5,4.2735,4.8,100,26.281
10.0,53.0,1.5,100.5,4.2735,4.8,200,8.3809
10.0,53.0,1.5,100.5,4.2735,4.8,50,72.476
10.0,54.0,1.5,102.0,1.67,4.8,100,13.348
10.0,54.0,1.5,102.0,1.67,4.8,200,2.6132
10.0,54.0,1.5,102.0,1.67,4.8,50,46.906
10.0,55.0,1.5,103.5,4.2735,4.8,100,26.281
10.0,55.0,1.5,103.5,4.2735,4.8,200,8.3809
10.0,55.0,1.5,103.5,4.2735,4.8,50,72.476
10.0,56.0,1.5,105.0,3.33,2.5,100,9.682
10.0,56.0,1.5,105.0,3.33,2.5,200,0.987
10.0,56.0,1.5,105.0,3.33,2.5,50,37.6
10.0,57.0,1.5,106.5,4.2735,1.0,100,26.281
10.0,57.0,1.5,106.5,4.2735,1.0,200,8.3809
10.0,57.0,1.5,106.5,4.2735,1.0,50,72.476
10.0,58.0,1.5,108.0,2.08,0.5,100,4.5778
10.0,58.0,1.5,108.0,2.08,0.5,200,0.56118
10.0,58.0,1.5,108.0,2.08,0.5,50,38.258
10.0,59.0,1.5,109.5,4.2735,4.8,100,26.281
10.0,59.0,1.5,109.5,4.2735,4.8,200,8.3809
10.0,59.0,1.5,109.5,4.2735,4.8,50,72.476
10.0,60.0,1.5,111.0,2.92,4.8,100,2.0586
10.0,60.0,1.5,111.0,2.92,4.8,200,0.49538
10.0,60.0,1.5,111.0,2.92,4.8,50,20.962
10.0,61.0,1.5,112.5,4.2735,4.8,100,26.281
10.0,61.0,1.5,112.5,4.2735,4.8,200,8.3809
10.0,61.0,1.5,112.5,4.2735,4.8,50,72.476
10.0,62.0,1.5,114.0,2.92,4.8,100,1.8236
10.0,62.0,1.5,114.0,2.92,4.8,200,0.90898
10.0,62.0,1.5,114.0,2.92,4.8,50,14.758
10.0,63.0,1.5,115.5,4.2735,4.8,100,26.281
10.0,63.0,1.5,115.5,4.2735,4.8,200,8.3809
10.0,63.0,1.5,115.5,4.2735,4.8,50,72.476
10.0,64.0,1.5,117.0,3.75,4.8,100,2.6884
10.0,64.0,1.5,117.0,3.75,4.8,200,1.0998
10.0,64.0,1.5,117.0,3.75,4.8,50,13.442
10.0,65.0,1.5,118.5,4.2735,4.8,100,26.281
10.0,65.0,1.5,118.5,4.2735,4.8,200,8.3809
10.0,65.0,1.5,118.5,4.2735,4.8,50,72.476
10.0,66.0,1.5,120.0,2.5,2.5,100,4.4368
10.0,66.0,1.5,120.0,2.5,2.5,200,0.15604
10.0,66.0,1.5,120.0,2.5,2.5,50,26.508
10.0,67.0,1.5,121.5,4.2735,1.0,100,26.281
10.0,67.0,1.5,121.5,4.2735,1.0,200,8.3809
10.0,67.0,1.5,121.5,4.2735,1.0,50,72.476
10.0,68.0,1.5,123.0,0.83,0.5,100,3.29
10.0,68.0,1.5,123.0,0.83,0.5,200,8.3809
10.0,68.0,1.5,123.0,0.83,0.5,50,8.4224
10.0,69.0,1.5,124.5,4.2735,4.8,100,26.281
10.0,69.0,1.5,124.5,4.2735,4.8,200,8.3809
10.0,69.0,1.5,124.5,4.2735,4.8,50,72.476
10.0,70.0,1.5,126.0,1.25,4.8,100,0.90428
10.0,70.0,1.5,126.0,1.25,4.8,200,8.3809
10.0,70.0,1.5,126.0,1.25,4.8,50,3.2806
10.0,71.0,1.5,127.5,4.2735,4.8,100,26.281
10.0,71.0,1.5,127.5,4.2735,4.8,200,8.3809
10.0,71.0,1.5,127.5,4.2735,4.8,50,72.476
10.0,72.0,1.5,129.0,0.42,4.8,100,0.01692
10.0,72.0,1.5,129.0,0.42,4.8,200,8.3809
10.0,72.0,1.5,129.0,0.42,4.8,50,0.188
10.0,73.0,1.5,130.5,4.2735,4.8,100,26.281
10.0,73.0,1.5,130.5,4.2735,4.8,200,8.3809
10.0,73.0,1.5,130.5,4.2735,4.8,50,72.476
10.0,74.0,1.5,132.0,0.42,4.8,100,26.281
10.0,74.0,1.5,132.0,0.42,4.8,200,8.3809
10.0,74.0,1.5,132.0,0.42,4.8,50,0.03666
10.0,75.0,1.5,133.5,4.2735,4.8,100,26.281
10.0,75.0,1.5,133.5,4.2735,4.8,200,8.3809
10.0,75.0,1.5,133.5,4.2735,4.8,50,72.476
10.0,76.0,1.5,135.0,4.2735,4.8,100,26.281
10.0,76.0,1.5,135.0,4.2735,4.8,200,8.3809
10.0,76.0,1.5,135.0,4.2735,4.8,50,72.476
10.0,77.0,1.5,136.5,4.2735,4.8,100,26.281
10.0,77.0,1.5,136.5,4.2735,4.8,200,8.3809
10.0,77.0,1.5,136.5,4.2735,4.8,50,72.476
10.0,78.0,1.5,138.0,0.42,4.8,100,26.281
10.0,78.0,1.5,138.0,0.42,4.8,200,8.3809
10.0,78.0,1.5,138.0,0.42,4.8,50,72.476
10.0,79.0,1.5,139.5,4.2735,4.8,100,26.281
10.0,79.0,1.5,139.5,4.2735,4.8,200,8.3809
10.0,79.0,1.5,139.5,4.2735,4.8,50,72.476
