post,azimuth,wind_direction,concentration,distance
21,85.0,8.8,21.311999999999998,100
21,85.0,8.8,5.2283,200
22,88.0,17.77,65.75999999999999,50
22,88.0,17.77,34.943999999999996,100
22,88.0,17.77,12.028,200
23,91.0,18.6,61.248,50
23,91.0,18.6,33.216,100
23,91.0,18.6,15.907999999999998,200
24,94.0,19.1,40.416,50
24,94.0,19.1,17.471999999999998,100
24,94.0,19.1,8.4099,200
25,97.0,9.3,16.991999999999997,50
25,97.0,9.3,7.824,100
25,97.0,9.3,2.7548,200
26,100.0,8.14,6.287999999999999,50
26,100.0,8.14,1.6703999999999999,100
26,100.0,8.14,0.32980000000000004,200
27,103.0,4.32,3.1968,50
27,103.0,4.32,0.3648,100
27,103.0,4.32,0.03395,200
28,106.0,0.66,0.6816,50
28,106.0,0.66,0.06720000000000001,100
29,109.0,0.17,0.0144,50
54,102.0,2.91,4.905,50
56,105.0,3.75,26.28,50
56,105.0,3.75,0.6048,100
58,108.0,3.33,124.2,50
58,108.0,3.33,7.308,100
60,111.0,9.58,253.8,50
60,111.0,9.58,45.45,100
60,111.0,9.58,1.62,200
62,114.0,14.17,411.3,50
62,114.0,14.17,126.9,100
62,114.0,14.17,18.63,200
64,117.0,12.92,423.90000000000003,50
64,117.0,12.92,243.0,100
64,117.0,12.92,67.32,200
66,120.0,25.42,405.0,50
66,120.0,25.42,256.5,100
66,120.0,25.42,105.3,200
68,123.0,8.33,393.3,50
68,123.0,8.33,171.0,100
68,123.0,8.33,49.41,200
70,126.0,6.25,231.3,50
70,126.0,6.25,48.51,100
70,126.0,6.25,5.364,200
72,129.0,5.0,76.5,50
72,129.0,5.0,5.535,100
72,129.0,5.0,0.2079,200
74,132.0,2.91,22.05,50
74,132.0,2.91,0.6768000000000001,100
76,135.0,0.83,1.512,50
76,135.0,0.83,0.0954,100
24,57.0,0.42,0.08372,50
28,63.0,0.42,4.1769,50
28,63.0,0.42,0.10647000000000001,100
30,66.0,1.66,12.922,50
30,66.0,1.66,0.5960500000000001,100
32,69.0,2.49,27.209,50
32,69.0,2.49,2.1658,100
32,69.0,2.49,0.22932,200
34,72.0,2.07,47.502,50
34,72.0,2.07,6.9888,100
34,72.0,2.07,0.77532,200
36,75.0,1.66,61.971,50
36,75.0,1.66,9.828000000000001,100
36,75.0,1.66,1.6198000000000001,200
38,78.0,4.98,69.97900000000001,50
38,78.0,4.98,15.106000000000002,100
38,78.0,4.98,2.4843,200
40,81.0,4.56,77.441,50
40,81.0,4.56,18.108999999999998,100
40,81.0,4.56,3.4489,200
42,84.0,6.64,84.721,50
42,84.0,6.64,19.474,100
42,84.0,6.64,4.4135,200
44,87.0,4.56,81.718,50
44,87.0,4.56,20.748,100
44,87.0,4.56,4.9504,200
46,90.0,5.81,147.42000000000002,50
46,90.0,5.81,19.929,100
46,90.0,5.81,4.4498999999999995,200
48,93.0,7.88,104.65,50
48,93.0,7.88,20.93,100
48,93.0,7.88,5.2325,200
50,96.0,5.39,93.73,50
50,96.0,5.39,20.475,100
50,96.0,5.39,5.005,200
52,99.0,6.22,88.90700000000001,50
52,99.0,6.22,20.111,100
52,99.0,6.22,5.223400000000001,200
54,102.0,8.71,100.10000000000001,50
54,102.0,8.71,18.655,100
54,102.0,8.71,5.1688,200
56,105.0,9.54,86.35900000000001,50
56,105.0,9.54,16.926000000000002,100
56,105.0,9.54,4.267900000000001,200
58,108.0,6.22,59.878,50
58,108.0,6.22,18.108999999999998,100
58,108.0,6.22,3.2669,200
60,111.0,2.49,37.219,50
60,111.0,2.49,11.011,100
60,111.0,2.49,1.7472,200
62,114.0,2.07,27.755000000000003,50
62,114.0,2.07,8.645,100
62,114.0,2.07,2.0747999999999998,200
64,117.0,2.91,27.937,50
64,117.0,2.91,6.8523000000000005,100
64,117.0,2.91,1.5106,200
66,120.0,4.15,16.471,50
66,120.0,4.15,4.1223,100
66,120.0,4.15,0.9737000000000001,200
68,123.0,3.32,8.6541,50
68,123.0,3.32,1.7199,100
68,123.0,3.32,1.1466,200
70,126.0,1.25,6.124300000000001,50
70,126.0,1.25,1.7017000000000002,100
70,126.0,1.25,0.76531,200
72,129.0,1.25,3.5945000000000005,50
72,129.0,1.25,1.5743,100
72,129.0,1.25,0.44681,200
74,132.0,0.83,6.8341,50
74,132.0,0.83,2.2659000000000002,100
74,132.0,0.83,0.27391,200
76,135.0,1.25,9.646,50
76,135.0,1.25,1.9110000000000003,100
76,135.0,1.25,0.07189000000000001,200
78,138.0,0.42,9.555,50
78,138.0,0.42,0.36400000000000005,100
80,141.0,0.83,3.9949,50
80,141.0,0.83,0.12194,100
50,96.0,1.25,0.45198,50
52,99.0,0.83,0.5728800000000001,50
54,102.0,1.25,4.017600000000001,50
56,105.0,2.5,11.067,50
56,105.0,2.5,0.18879,100
58,108.0,3.33,19.623,50
58,108.0,3.33,1.2462000000000002,100
58,108.0,3.33,0.03534,200
60,111.0,2.5,41.664,50
60,111.0,2.5,4.1943,100
60,111.0,2.5,0.24738000000000002,200
62,114.0,7.5,76.353,50
62,114.0,7.5,20.367,100
62,114.0,7.5,1.9344000000000001,200
64,117.0,5.42,112.53,50
64,117.0,5.42,34.038000000000004,100
64,117.0,5.42,7.719000000000001,200
66,120.0,9.17,143.22,50
66,120.0,9.17,52.638000000000005,100
66,120.0,9.17,15.159,200
68,123.0,5.0,221.34,50
68,123.0,5.0,64.914,100
68,123.0,5.0,18.972,200
70,126.0,10.0,243.66000000000003,50
70,126.0,10.0,68.727,100
70,126.0,10.0,20.739,200
72,129.0,10.83,190.65,50
72,129.0,10.83,54.963,100
72,129.0,10.83,18.693,200
74,132.0,9.17,126.48,50
74,132.0,9.17,41.664,100
74,132.0,9.17,9.579,200
76,135.0,5.42,102.30000000000001,50
76,135.0,5.42,23.622,100
76,135.0,5.42,3.0132000000000003,200
78,138.0,7.5,80.44500000000001,50
78,138.0,7.5,12.369000000000002,100
78,138.0,7.5,0.79515,200
80,141.0,6.25,36.549,50
80,141.0,6.25,3.5712,100
80,141.0,6.25,0.09486,200
82,144.0,4.58,15.624000000000002,50
82,144.0,4.58,0.47337,100
84,147.0,2.92,5.5893,50
84,147.0,2.92,0.16647,100
86,150.0,2.08,2.6691000000000003,50
86,150.0,2.08,0.05673,100
88,153.0,1.66,0.65658,50
92,159.0,0.42,0.043710000000000006,50
32,69.0,0.83,4.857600000000001,50
32,69.0,0.83,1.9043999999999999,100
32,69.0,0.83,0.08832000000000001,200
34,72.0,1.67,6.4308000000000005,50
34,72.0,1.67,2.9348,100
34,72.0,1.67,0.2024,200
36,75.0,3.33,23.368,50
36,75.0,3.33,7.4428,100
36,75.0,3.33,1.6284,200
38,78.0,5.0,47.012,50
38,78.0,5.0,16.744,100
38,78.0,5.0,4.2780000000000005,200
40,81.0,6.67,92.0,50
40,81.0,6.67,30.176,100
40,81.0,6.67,6.21,200
42,84.0,7.92,115.92,50
42,84.0,7.92,39.836,100
42,84.0,7.92,11.040000000000001,200
44,87.0,5.42,149.04000000000002,50
44,87.0,5.42,14.812000000000001,100
44,87.0,5.42,13.064,200
46,90.0,5.83,172.04000000000002,50
46,90.0,5.83,50.508,100
46,90.0,5.83,11.776000000000002,200
48,93.0,8.75,175.72,50
48,93.0,8.75,48.02400000000001,100
48,93.0,8.75,10.396,200
50,96.0,9.58,157.32,50
50,96.0,9.58,39.1,100
50,96.0,9.58,9.568000000000001,200
52,99.0,4.17,106.72,50
52,99.0,4.17,27.876,100
52,99.0,4.17,7.544,200
54,102.0,5.0,92.92,50
54,102.0,5.0,22.540000000000003,100
54,102.0,5.0,4.5632,200
56,105.0,8.33,88.872,50
56,105.0,8.33,18.584,100
56,105.0,8.33,5.1336,200
58,108.0,5.42,20.516000000000002,100
58,108.0,5.42,4.5632,200
60,111.0,5.0,106.72,50
60,111.0,5.0,20.976000000000003,100
60,111.0,5.0,4.0572,200
62,114.0,0.42,103.96000000000001,50
62,114.0,0.42,19.78,100
62,114.0,0.42,3.5328,200
64,117.0,2.08,86.94,50
64,117.0,2.08,16.192000000000004,100
64,117.0,2.08,2.806,200
66,120.0,1.25,86.664,50
66,120.0,1.25,13.064,100
66,120.0,1.25,2.4748,200
68,123.0,2.92,65.596,50
68,123.0,2.92,15.180000000000001,100
68,123.0,2.92,1.7756,200
70,126.0,2.08,47.748,50
70,126.0,2.08,6.3112,100
70,126.0,2.08,0.874,200
72,129.0,2.5,27.048,50
72,129.0,2.5,3.91,100
72,129.0,2.5,0.5612,200
74,132.0,2.08,8.280000000000001,50
74,132.0,2.08,3.3396,100
74,132.0,2.08,0.3772,200
76,135.0,2.08,7.488800000000001,50
76,135.0,2.08,2.116,100
76,135.0,2.08,0.18124,200
78,138.0,0.42,7.645200000000001,50
78,138.0,0.42,1.0672,100
82,144.0,0.83,2.7048,50
82,144.0,0.83,0.31648,100
84,147.0,0.42,4.2504,50
84,147.0,0.42,0.23276000000000002,100
40,81.0,0.83,1.2416,50
42,84.0,1.24,5.393199999999999,50
44,87.0,2.9,21.243,50
44,87.0,2.9,0.16490000000000002,100
46,90.0,3.32,40.157999999999994,50
46,90.0,3.32,6.6735999999999995,100
48,93.0,7.88,102.82,50
48,93.0,7.88,14.841000000000001,100
50,96.0,9.13,184.29999999999998,50
50,96.0,9.13,75.175,100
50,96.0,9.13,2.0467,200
52,99.0,9.96,307.49,50
52,99.0,9.96,183.32999999999998,100
52,99.0,9.96,19.691,200
54,102.0,14.52,315.25,50
54,102.0,14.52,264.81,100
54,102.0,14.52,99.91,200
56,105.0,18.25,411.28,50
56,105.0,18.25,274.51,100
56,105.0,18.25,132.89,200
58,108.0,8.3,479.18,50
58,108.0,8.3,248.32,100
58,108.0,8.3,73.235,200
60,111.0,6.64,414.19,50
60,111.0,6.64,202.73,100
60,111.0,6.64,29.876,200
62,114.0,7.88,374.42,50
62,114.0,7.88,68.676,100
62,114.0,7.88,2.1728,200
64,117.0,2.9,274.51,50
64,117.0,2.9,19.206,100
64,117.0,2.9,0.33368,200
66,120.0,3.32,117.36999999999999,50
66,120.0,3.32,2.3959,100
68,123.0,0.83,19.302999999999997,50
68,123.0,0.83,0.6508700000000001,100
70,126.0,0.42,0.7148899999999999,50
70,126.0,0.42,0.23182999999999998,100
72,129.0,0.42,0.37345,50
72,129.0,0.42,0.1552,100
74,132.0,0.42,0.16102,100
30,66.0,1.25,0.96,50
32,69.0,2.92,5.0592,50
34,72.0,5.42,13.728,50
36,75.0,3.33,16.703999999999997,50
36,75.0,3.33,0.41568,100
38,78.0,11.25,33.696,50
38,78.0,11.25,1.2768,100
38,78.0,11.25,0.03744,200
40,81.0,7.08,63.16799999999999,50
40,81.0,7.08,8.3424,100
40,81.0,7.08,0.53952,200
42,84.0,8.33,102.72,50
42,84.0,8.33,25.248,100
42,84.0,8.33,2.6784,200
44,87.0,7.08,141.12,50
44,87.0,7.08,48.672000000000004,100
44,87.0,7.08,8.544,200
46,90.0,11.67,196.79999999999998,50
46,90.0,11.67,59.616,100
46,90.0,11.67,18.816,200
48,93.0,10.42,257.28,50
48,93.0,10.42,86.304,100
48,93.0,10.42,27.264,200
50,96.0,7.91,231.35999999999999,50
50,96.0,7.91,76.512,100
50,96.0,7.91,19.68,200
52,99.0,6.67,201.6,50
52,99.0,6.67,61.727999999999994,100
52,99.0,6.67,15.456000000000001,200
54,102.0,5.42,178.56,50
54,102.0,5.42,53.087999999999994,100
54,102.0,5.42,13.92,200
56,105.0,3.75,167.04,50
56,105.0,3.75,48.672000000000004,100
56,105.0,3.75,11.328,200
58,108.0,0.83,139.2,50
58,108.0,0.83,36.96,100
58,108.0,0.83,8.092799999999999,200
60,111.0,1.67,84.768,50
60,111.0,1.67,19.296,100
60,111.0,1.67,3.5328,200
62,114.0,1.25,36.384,50
62,114.0,1.25,8.4384,100
62,114.0,1.25,0.63552,200
64,117.0,0.42,11.04,50
64,117.0,0.42,1.5743999999999998,100
64,117.0,0.42,0.192,200
24,57.0,0.83,0.5326799999999999,50
26,60.0,2.08,2.7968,50
28,63.0,2.08,4.9036,50
28,63.0,2.08,0.1978,100
30,66.0,4.16,17.48,50
30,66.0,4.16,0.8556,100
32,69.0,6.25,28.796000000000003,50
32,69.0,6.25,2.99,100
32,69.0,6.25,0.053360000000000005,200
34,72.0,6.67,36.708,50
34,72.0,6.67,7.8476,100
34,72.0,6.67,0.22448,200
36,75.0,2.92,53.912000000000006,50
36,75.0,2.92,13.892,100
36,75.0,2.92,1.4996,200
38,78.0,9.17,82.524,50
38,78.0,9.17,19.136000000000003,100
38,78.0,9.17,4.002,200
40,81.0,9.58,104.88000000000001,50
40,81.0,9.58,23.828,100
40,81.0,9.58,6.6792,200
42,84.0,10.42,103.04,50
42,84.0,10.42,36.708,100
42,84.0,10.42,8.307599999999999,200
44,87.0,7.08,97.52000000000001,50
44,87.0,7.08,32.936,100
44,87.0,7.08,12.604,200
46,90.0,6.67,95.68,50
46,90.0,6.67,32.476,100
46,90.0,6.67,11.040000000000001,200
48,93.0,6.67,84.916,50
48,93.0,6.67,32.016,100
48,93.0,6.67,7.709600000000001,200
50,96.0,7.5,93.84,50
50,96.0,7.5,24.012000000000004,100
50,96.0,7.5,4.977200000000001,200
52,99.0,5.0,83.90400000000001,50
52,99.0,5.0,14.168000000000001,100
52,99.0,5.0,2.7600000000000002,200
54,102.0,3.75,45.172000000000004,50
54,102.0,3.75,7.406000000000001,100
54,102.0,3.75,1.2236,200
56,105.0,3.75,26.68,50
56,105.0,3.75,4.2872,100
56,105.0,3.75,0.5750000000000001,200
58,108.0,2.08,12.788,50
58,108.0,2.08,2.0332,100
58,108.0,2.08,0.21988,200
60,111.0,0.42,9.844,50
60,111.0,0.42,0.46,100
62,114.0,1.67,5.4096,50
62,114.0,1.67,0.059800000000000006,100
30,66.0,1.25,0.8126300000000001,50
32,69.0,0.83,6.2881,50
34,72.0,2.5,18.655,50
34,72.0,2.5,1.0283,100
36,75.0,3.33,27.118000000000002,50
36,75.0,3.33,5.4145,100
36,75.0,3.33,0.20748000000000003,200
38,78.0,6.25,51.051,50
38,78.0,6.25,11.193000000000001,100
38,78.0,6.25,1.0647,200
40,81.0,7.92,60.515,50
40,81.0,7.92,20.202,100
40,81.0,7.92,3.3579,200
42,84.0,11.25,76.713,50
42,84.0,11.25,25.571,100
42,84.0,11.25,8.9726,200
44,87.0,5.83,76.713,50
44,87.0,5.83,27.118000000000002,100
44,87.0,5.83,10.647,200
46,90.0,8.75,91.91,50
46,90.0,8.75,33.397000000000006,100
46,90.0,8.75,12.103000000000002,200
48,93.0,9.59,121.94,50
48,93.0,9.59,45.227000000000004,100
48,93.0,9.59,12.74,200
50,96.0,9.17,116.48,50
50,96.0,9.17,43.407000000000004,100
50,96.0,9.17,10.829,200
52,99.0,6.25,128.31,50
52,99.0,6.25,31.304,100
52,99.0,6.25,6.7158,200
54,102.0,8.75,129.22,50
54,102.0,8.75,18.655,100
54,102.0,8.75,2.4752,200
56,105.0,4.58,93.73,50
56,105.0,4.58,7.407400000000001,100
56,105.0,4.58,0.8517600000000001,200
58,108.0,4.58,69.97900000000001,50
58,108.0,4.58,1.4105,100
58,108.0,4.58,0.18837,200
60,111.0,2.08,34.216,50
60,111.0,2.08,0.3731,100
62,114.0,1.67,12.012,50
62,114.0,1.67,0.09919,100
64,117.0,0.42,5.3599,50
66,120.0,1.25,0.75803,50
68,123.0,0.42,0.25298000000000004,50
16,45.0,0.42,22.752,50
16,45.0,0.42,1.3152000000000001,100
18,48.0,3.33,41.663999999999994,50
18,48.0,3.33,2.6879999999999997,100
18,48.0,3.33,0.05472,200
20,51.0,2.08,55.104,50
20,51.0,2.08,6.576,100
20,51.0,2.08,0.64608,200
22,54.0,3.75,66.52799999999999,50
22,54.0,3.75,12.863999999999999,100
22,54.0,3.75,1.9679999999999997,200
24,57.0,5.0,101.75999999999999,50
24,57.0,5.0,16.991999999999997,100
24,57.0,5.0,4.272,200
26,60.0,4.58,130.56,50
26,60.0,4.58,28.128,100
26,60.0,4.58,5.0016,200
28,63.0,7.92,142.07999999999998,50
28,63.0,7.92,46.272,100
28,63.0,7.92,7.8144,200
30,66.0,10.42,146.88,50
30,66.0,10.42,55.392,100
30,66.0,10.42,12.191999999999998,200
32,69.0,11.25,167.04,50
32,69.0,11.25,56.832,100
32,69.0,11.25,16.703999999999997,200
34,72.0,8.33,169.92,50
34,72.0,8.33,49.056,100
34,72.0,8.33,15.936,200
36,75.0,7.5,148.79999999999998,50
36,75.0,7.5,45.792,100
36,75.0,7.5,13.728,200
38,78.0,7.92,123.83999999999999,50
38,78.0,7.92,38.784,100
38,78.0,7.92,10.751999999999999,200
40,81.0,7.08,94.752,50
40,81.0,7.08,36.672000000000004,100
40,81.0,7.08,5.5584,200
42,84.0,7.08,78.432,50
42,84.0,7.08,22.944,100
42,84.0,7.08,4.4832,200
44,87.0,3.75,67.776,50
44,87.0,3.75,11.616,100
44,87.0,3.75,3.1391999999999998,200
46,90.0,4.17,38.784,50
46,90.0,4.17,6.4608,100
46,90.0,4.17,0.4608,200
48,93.0,2.5,14.016,50
48,93.0,2.5,2.8032,100
54,102.0,1.25,3.5328,50
58,108.0,0.83,0.264,50
12,39.0,0.42,0.51324,50
16,45.0,0.42,9.963999999999999,50
16,45.0,0.42,0.012219999999999998,100
16,45.0,0.42,0.13535999999999998,200
18,48.0,1.25,18.517999999999997,50
18,48.0,1.25,0.37788,100
18,48.0,1.25,0.34497999999999995,200
20,51.0,1.67,21.902,50
20,51.0,1.67,3.0831999999999997,100
20,51.0,1.67,0.9964,200
22,54.0,2.5,28.012,50
22,54.0,2.5,6.3168,100
22,54.0,2.5,1.1092,200
24,57.0,3.33,33.745999999999995,50
24,57.0,3.33,7.0687999999999995,100
24,57.0,3.33,1.8141999999999998,200
26,60.0,6.25,48.69199999999999,50
26,60.0,6.25,13.254,100
26,60.0,6.25,3.3745999999999996,200
28,63.0,3.75,81.404,50
28,63.0,3.75,21.244,100
28,63.0,3.75,4.4274,200
30,66.0,4.58,92.30799999999999,50
30,66.0,4.58,23.5,100
30,66.0,4.58,2.8482,200
32,69.0,4.58,91.556,50
32,69.0,4.58,26.695999999999998,100
32,69.0,4.58,3.5625999999999998,200
34,72.0,7.08,108.1,50
34,72.0,7.08,23.311999999999998,100
34,72.0,7.08,4.0043999999999995,200
36,75.0,3.75,111.86,50
36,75.0,3.75,18.988,100
36,75.0,3.75,3.0362,200
38,78.0,5.0,94.94,50
38,78.0,5.0,15.134,100
38,78.0,5.0,2.7447999999999997,200
40,81.0,5.83,74.25999999999999,50
40,81.0,5.83,15.04,100
40,81.0,5.83,1.3723999999999998,200
42,84.0,4.58,58.09199999999999,50
42,84.0,4.58,12.972,100
42,84.0,4.58,0.94,200
44,87.0,3.75,77.456,50
44,87.0,3.75,13.536,100
44,87.0,3.75,1.3441999999999998,200
46,90.0,4.16,91.086,50
46,90.0,4.16,18.988,100
46,90.0,4.16,2.6226,200
48,93.0,3.75,98.69999999999999,50
48,93.0,3.75,22.747999999999998,100
48,93.0,3.75,3.2806,200
50,96.0,5.42,94.94,50
50,96.0,5.42,17.86,100
50,96.0,5.42,2.2654,200
52,99.0,5.42,98.69999999999999,50
52,99.0,5.42,15.604000000000001,100
52,99.0,5.42,2.9233999999999996,200
54,102.0,1.67,46.906,50
54,102.0,1.67,13.347999999999999,100
54,102.0,1.67,2.6131999999999995,200
56,105.0,3.33,37.599999999999994,50
56,105.0,3.33,9.682,100
56,105.0,3.33,0.987,200
58,108.0,2.08,38.258,50
58,108.0,2.08,4.5778,100
58,108.0,2.08,0.5611799999999999,200
60,111.0,2.92,20.962,50
60,111.0,2.92,2.0585999999999998,100
60,111.0,2.92,0.49538,200
62,114.0,2.92,14.758,50
62,114.0,2.92,1.8235999999999999,100
62,114.0,2.92,0.9089799999999999,200
64,117.0,3.75,13.442,50
64,117.0,3.75,2.6883999999999997,100
64,117.0,3.75,1.0997999999999999,200
66,120.0,2.5,26.508,50
66,120.0,2.5,4.4368,100
66,120.0,2.5,0.15604,200
68,123.0,0.83,8.4224,50
68,123.0,0.83,3.29,100
70,126.0,1.25,3.2806,50
70,126.0,1.25,0.9042799999999999,100
72,129.0,0.42,0.188,50
72,129.0,0.42,0.016919999999999998,100
74,132.0,0.42,0.03666,50
